"Compound","Tanimoto_SC_ref0_AB","Tanimoto_SC_ref1_AB","Tversky_SC_ref0_AB","Tversky_SC_ref1_AB","Carbó_SC_ref0_AB","Carbó_SC_ref1_AB","Structure of SMILES [idcode]","SMILES"
"decoy_2412","0.328332","0.389826","0.531018","0.532845","0.372099","0.365786","fhyp`@E^BCBTt{zlnFBexMUUUTmT@@","c1n[nH]cc1CNC1CCC2(CC1)OCCO2"
"decoy_2413","0.337063","0.397612","0.6847","0.697332","0.3683","0.390349","fbmQB@LDD@HRf[UnUWISrXyiif@@@H@Ph`","[H]/N=C1/S/C(=C\c2ccccc2)C(=O)N1c1ccccc1"
"decoy_2414","0.32316","0.367299","0.685978","0.701286","0.361321","0.38358","fj}aA@AP@DVBLdfRbbRRqbRtxuleZhIAb@@b@J@@","[O-][S@+](Cc1ccccc1)Cc1csc(-c2ccccc2)n1"
"decoy_2415","0.212618","0.261471","0.514173","0.515374","0.301164","0.323389","fhy`@@@YIEEHddecHvoNCTETEQQ@@@","c1ccc(N2CCCCC23CCCCC3)cc1"
"decoy_2416","0.371873","0.384145","0.692155","0.636512","0.433335","0.423541","fb}hB@LDEKP@cIEDdhddddTsakN|gMUMUJmKUHaNP@","C1=CC2=N[C@H](SCC3N=c4ccccc4=N3)N[C@@H]2N=C1"
"decoy_2417","0.359398","0.4557","0.654146","0.699319","0.412195","0.452368","fdyQ@@E^@eLjokJ|dFMAAEP@@@@","c1ccc(OCCCNCc2cccnc2)cc1"
"decoy_2418","0.507458","0.441864","0.768602","0.686587","0.523983","0.517358","fa{iB@LDXjsPAFRJIJKJIPqIIYgMFrvoZZjjjjjjZ`@@","C1CCN(CCCSc2nnc(N3CCOCC3)n2C2CC2)CC1"
"decoy_2419","0.315742","0.359114","0.570102","0.562982","0.341937","0.356868","fnkqB@LBtx@QdbbRTVTJbTJWEZLFMVtDDeUT@@iBt@@","C1=C[C@H](c2ccccc2)c2c(n[nH]c2CSc2ccccn2)O1"
"decoy_242","0.282308","0.300763","0.5237","0.519842","0.317781","0.316739","figA`@@H]dTRbbRRtJRtRRkF}EOQmP@@DTp@ADHp@","O=C(Oc1ccc2c(c1)OC=C[C@H]2c1ccccc1)c1ccccc1"
"decoy_2420","0.409896","0.490291","0.626708","0.659755","0.430544","0.482882","f`qq@@DT|AIeYeU}Nmyjjjjj`@@","O=C(CN1CCNCC1)NC1CCCCC1"
"decoy_2421","0.410344","0.352183","0.7046","0.568403","0.433751","0.382084","figi@@DTKTXDfVYU[u_eUXwhyzMj@@@@HjTB@@","O=C(Nc1ccc(Cn2cncn2)cc1)c1ccc2ccccc2n1"
"decoy_2422","0.361242","0.41219","0.657813","0.652449","0.411627","0.43515","flepb@DXTpP@aIeY}UeZ\bejfVj@B@@@","O=C1NC(=S)NC(=O)C1=CNCCc1ccccc1"
"decoy_2423","0.297005","0.346308","0.523568","0.535482","0.332388","0.348585","fduQB@LBb@HRfUyYURTyIt_AhDHjjjJ@@","c1cc2c3c(c(N4CCCC4)nc2s1)COCC3"
"decoy_2424","0.380456","0.393683","0.743938","0.762941","0.432288","0.427753","fnkp@@@FsdbbRLRVRbbRuFZMGMV`PUUTuTiL@@","c1ccc(CC2CCN(CC3=c4ccccc4=NC3)CC2)nc1"
"decoy_2425","0.41293","0.431433","0.573756","0.662554","0.407717","0.424617","fi{hR@LDMglDIZ@HrRPqIJKIKZZJJQgAzMZjjjjfijh@@","O=C(CN1CCN(S(=O)(=O)NC2CCCCC2)CC1)N1CCNC1=O"
"decoy_2426","0.266231","0.320415","0.666808","0.67412","0.329656","0.350391","fdeQ@@DF@dsKNl{lyipXmTa@@A@@@","O=c1ccc2ccccc2n1Cc1ccccn1"
"decoy_2427","0.392426","0.48319","0.696283","0.727825","0.430714","0.463895","fdyQ@@EQ@eLjokJ|dFMAAEP@@@@","c1ccc(OCCCNCc2ccncc2)cc1"
"decoy_2428","0.316675","0.3775","0.540374","0.581027","0.36686","0.381717","ffc`p@H`QSQZiLmM|oJoSd\iJuUUMSUSTcDIHNP","O=C1CCC[C@@]2(CO2)C(=O)O[C@@H]2CCNC/C=C(/CO1)C2=O"
"decoy_2429","0.363875","0.424983","0.701466","0.700207","0.415048","0.426421","fluab@HpQ`@QddaTTRRTvVgVCEJu@@@QPP@@","O=S(=O)(Oc1ccccc1)c1ccc2c(c1)CCN2"
"decoy_243","0.278804","0.382902","0.530414","0.849693","0.32296","0.373254","fduA@@@ILroZviFBdZpXmUUUUUSTQBKdeMH@","O=C1CC[C@H]2[C@H]1CC[C@H]1[C@H]3CCCCC3=CC[C@@H]21"
"decoy_2430","0.321461","0.385233","0.649992","0.656472","0.375207","0.385259","fhip`@DDlAVQQJIIQFYRMxKTDCCRP@@","O=C(NNC(=O)c1ccccc1)C1=NCC=C1"
"decoy_2431","0.337389","0.442676","0.48342","0.660234","0.360326","0.445387","fdyp@@@\TeRkzkJtxFMUUUP@P@@","c1ccc(CNCCCCN2CCNCC2)cc1"
"decoy_2432","0.338326","0.412181","0.639144","0.698012","0.388301","0.425488","fj}q@@DT\CHhdheDhhld]^CeIVjB@@@@@@@","O=C(CNc1ccccc1)Nc1cccc2ncccc12"
"decoy_2433","0.355491","0.373345","0.651449","0.695243","0.413516","0.423808","fa{``@I@QdTRbRRRRRQbRIQV`q[ujjjjjijjjfDRTRei@@","O=C1O[C@@H]2C[C@H]3CCCC[C@@H]3C[C@@H]2[C@@H]1CNCCC1=CCCCC1"
"decoy_2434","0.263032","0.337579","0.686381","0.732275","0.349385","0.405213","foAP`@DX@IIeeYwirsffiA@`@@","C=C1C=NC(=O)N(c2ccccc2)C1=O"
"decoy_2435","0.497456","0.579824","0.754753","0.79479","0.561736","0.619685","fbmp@@@\LeJzkL}jRagIr@EUUP@DHdeP@","c1ccc([C@@H]2NCC[C@@H]2CNCc2ccncc2)cc1"
"decoy_2436","0.260121","0.321018","0.644651","0.669877","0.359659","0.423578","fluH@@@XXKIEDhidjhdjRUjJP`jEh@B@@@","c1ccc(CNc2cccnc2-n2cccn2)cc1"
"decoy_2437","0.324969","0.409366","0.599769","0.653971","0.362037","0.41127","fleqb@LDesW`ABTs}kZrxiEMMSTsST``Z@","O=C(/C=C/c1ccco1)NCC(=O)NC1=NCCS1"
"decoy_2438","0.360367","0.456306","0.485895","0.65538","0.365216","0.430505","flup@@@JteSJk~roERuEMUUUT@E@@@","c1ccc(CN2CCN(C3CCNCC3)CC2)cc1"
"decoy_2439","0.28017","0.347623","0.811816","0.834486","0.35672","0.375762","flmQA@NBR@H\DIRmrljnQdeNbEMTAAUTtT@@","c1cc2c3c(c(N4CCOCC4)nc2s1)CSCC3"
"decoy_244","0.205343","0.298032","0.458996","0.586246","0.276505","0.331142","foA`b@KPP@HrRPqQIIYUcNV`@@@@@@","O=S(=O)(c1ccccc1)c1ccncc1"
"decoy_2440","0.383129","0.31613","0.554032","0.496316","0.386629","0.337019","fiwH`@DD]xDlbbTRtTrRdJRbhqwbmkvhvjjZYjjjjjibTfXUU`@","O=C(C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)NNC(=O)[C@@H]1C[C@H]1c1cn[nH]c1"
"decoy_2441","0.272826","0.404501","0.58276","0.751547","0.329196","0.415739","f`iq@@DN|AIeU]YRTEIwfj@Je``@@","O=C1Cc2cc(Cc3cn[nH]c3)ccc2N1"
"decoy_2442","0.294392","0.354364","0.543277","0.553997","0.34107","0.372203","foAPb@LD``@QddabRTJPiV\mUUUU@@@","O=S(=O)(NC1CCCCC1)N1CCCC1"
"decoy_2443","0.325736","0.348739","0.627887","0.61057","0.360737","0.367137","fleP`@DDAQIeUYeUwQBejf`@@@@Pi@","O=C(COc1ccccc1)N/N=C/c1ccccc1"
"decoy_2444","0.285654","0.327264","0.432375","0.437994","0.331575","0.329342","fn{`P@M@iejTrnkOrmnJ\EjrRu[PPEUPAEQEBT@@","c1cc2c(cc1C[C@@H]1NCCc3cc4c(cc31)OCO4)OCO2"
"decoy_2445","0.357704","0.376616","0.567819","0.730891","0.40139","0.414407","fewq@DD^rCLyEEEDdebdhiidiFuYIQsZjjjjZZjjYFIZP}@","O=C([C@H]1CC[C@H](C/N=c2\ccc2=[N+]2CCCCC2)CC1)N1CCCCC1"
"decoy_2446","0.331536","0.363936","0.714085","0.678947","0.364776","0.36949","fhiP`BDFAxt~yIeeV]VQgAZ``@B@@@","O=C(NCc1ccccc1)c1cc[n+]([O-])cc1"
"decoy_2447","0.245123","0.266694","0.588732","0.558157","0.342806","0.351728","foQ`@@@ITsRn{IZ\ZuPUPTQ@@@","c1ccc(N2CCCC23CCCC3)cc1"
"decoy_2448","0.288667","0.375255","0.537316","0.582752","0.367884","0.371379","f`qHa@LRUZB@AA`cIIBhddXeISoKULuMR@@","O=S(=O)(NCCc1nccs1)c1cn[nH]c1"
"decoy_2449","0.370784","0.478027","0.59988","0.683439","0.445199","0.497711","fbmH@@@Lx[IEDdThhmLeQagIrAAUUP@DHdeP@","c1ccc([C@@H]2NCC[C@@H]2CNCc2cnccn2)cc1"
"decoy_245","0.365931","0.43291","0.653021","0.699402","0.406547","0.428793","fhyQ@@FZ@eJ{J|jRde^CUUUUUUPd`@","C1CCN([C@H]2CCN(C3CCOCC3)C2)CC1"
"decoy_2450","0.361601","0.424438","0.726071","0.727221","0.4237","0.452622","fluq@@DB\CHheDheDieU^lzJVhJ@F@B@@@","O=C(NCc1ccccc1)c1cccc2[nH]cnc12"
"decoy_2451","0.334005","0.369697","0.749968","0.720515","0.413369","0.410778","fhyHb@HDhhU`ABTmkOlnJ\exMKTrtuRBBd","[H]/N=C1C(=C\c2ccco2)\C(=O)N=C2SN=CN2\1"
"decoy_2452","0.381819","0.402574","0.703822","0.660864","0.431622","0.425473","ffcH`@DLUTELbbTTrbTRfRIhaKfkTpP@@@@@@@","O=C(Nc1ccncc1)C(=O)Nc1cccc2cccnc12"
"decoy_2453","0.310055","0.3246","0.554807","0.593786","0.349727","0.35081","fa{Q@@F\@eL}s^sJkxhIVVu{SMUU@@@E@@@","c1ccc(CN2CC[N@](Cc3ccccc3)[C@@H]2c2ccco2)cc1"
"decoy_2454","0.369575","0.505737","0.78454","0.8898","0.432535","0.510678","ffkIB@LRUjh@cIEEDdeDmDlbR`cJ]EIZt@@DQUUPT@@","c1ncc2sc3nc(N4CCOCC4)c4c(c3c2n1)CCC4"
"decoy_2455","0.237204","0.327743","0.463982","0.665334","0.30581","0.364279","fhip@@@PheL}jjkbg`sUUUUS@@@","c1ncn(C2CCCCCCCCCCC2)n1"
"decoy_2456","0.286864","0.318666","0.488869","0.523919","0.329067","0.342422","fak`b@LPP@HrRPjJIJIYJ[KZ}Dk^kTE@D@@@ABb@@","O=S(=O)(N[C@@H](Cc1ccccc1)c1ccccc1)c1ccccc1"
"decoy_2457","0.490572","0.576097","0.738015","0.787923","0.503952","0.578694","fhiPb@LA``@QddabRRtrTm^BmUUUUT@@","O=S(=O)(CCC1CCNCC1)N1CCCCC1"
"decoy_2458","0.297354","0.460265","0.581729","0.796159","0.33818","0.459081","fbmqA@J^Ch@QXHrQQQKKPiQIXhIR\tCACT@D@@@","O=C(CSc1ncccn1)Cc1nc2ccccc2s1"
"decoy_2459","0.318175","0.372749","0.796715","0.821826","0.354268","0.37733","fnk@`@@\RYefWnuWXIQduJuijjh@@@dDTcH@","O=C1C[C@H](c2ccccc2)CC2=C1[C@@H](c1ccccc1)C=CO2"
"decoy_246","0.315816","0.382965","0.568212","0.586074","0.358883","0.377752","f`qP@@@BRe]UYTeG^@Bj`@@@@","c1ccc(CNCCc2ccncc2)cc1"
"decoy_2460","0.36358","0.509994","0.613438","0.736927","0.38973","0.50971","f`ih@@@XH{rTsKKktyiuo@QEUUE@@@","c1nc(N2CCNCC2)nc2c1CNCC2"
"decoy_2461","0.313842","0.422975","0.587892","0.696105","0.383131","0.426751","dg}D`CnD@HrRPiYJITqvmUUKUEH@","O=S1(=O)CC[C@H](CCc2cn[nH]c2)C1"
"decoy_2462","0.345299","0.385388","0.593932","0.624591","0.376154","0.382327","ffcPb@LV``@QddabbRRvrbRUXsbuVjB`b`@`@@","O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1"
"decoy_2463","0.329881","0.371378","0.777829","0.761121","0.417033","0.431829","fde``@D@hdrmj{JtYIPXmT@E@A@@@","O=C1COc2ccc(Cc3ccccc3)cc2N1"
"decoy_2464","0.395295","0.564465","0.568114","0.80478","0.403803","0.537564","fbmP`@DVAKHhhiDdcDdbPW`iruUSUUUUPT`@","O=C1CC2(CCCCCC2)C(=O)N1C[C@H]1CCCCN1"
"decoy_2465","0.255992","0.371201","0.610187","0.792674","0.332338","0.407716","f`iPB@LD@DISMjsobdcN}SA@@A@@@","c1ccc(Nc2nc3ccccc3s2)cc1"
"decoy_2466","0.363024","0.392922","0.600928","0.580993","0.416825","0.452834","fbmab@NPPh@QddaRrTRVbRhpudyVjffh@IHTTNP","O=S1(=O)CC[C@H](/N=C/c2ccc(-c3ccccc3)o2)C1"
"decoy_2467","0.358662","0.408951","0.563476","0.59154","0.377007","0.412324","ff}I`@DXIX@cILjlvj}jxIZmUSAA@@@@@","O=C(COc1ccccc1)NNC(=O)NCc1cccnc1"
"decoy_2468","0.466187","0.491881","0.697762","0.759348","0.490895","0.513859","ffsH@@@R}UJYewm]e\TDiwbuZjfZjjjZhHP@","C1=c2ccccc2=N[C@H]1CN1CCN(C2CCNCC2)CC1"
"decoy_2469","0.333095","0.401954","0.563628","0.651616","0.351919","0.398332","ffcq@@DQJAIeeV]WyYF\DmVhH@@biP`@@","O=C(NCc1ccccc1)c1ccc(Cn2ccnc2)cc1"
"decoy_247","0.234976","0.274838","0.590925","0.561687","0.306643","0.314406","foQA`@@HLdrmlktYKUgMR@QUD@@","O=c1ccc2ccc3c(c2o1)CCCO3"
"decoy_2470","0.454375","0.560274","0.681192","0.771429","0.509815","0.54453","fleaQ@MPQrJPAG`cIIBeddeDeJL|EZjjjjVdTah@","O=S1(=O)CC[C@@H](NCCCO[C@@H]2CCS(=O)(=O)C2)C1"
"decoy_2471","0.306268","0.300729","0.81539","0.647435","0.368211","0.348538","f`ipB@FBT@HrQQJFKSIDhISoUKMP@R@@@","c1ccc(-n2nncc2-c2cccs2)cc1"
"decoy_2472","0.300206","0.369416","0.789447","0.813192","0.370783","0.425937","dg~H`Ct@aJYeUlSVzXIAb@@","O=c1cc(Sc2ccccc2)cc[nH]1"
"decoy_2473","0.396511","0.497483","0.669441","0.708575","0.451304","0.507479","foAQ`@DRARrSKJl{HugMUUUURLKb@@","O=C(NC[C@H]1CCOC1)[C@H]1CNCCO1"
"decoy_2474","0.356285","0.373574","0.623333","0.619863","0.399783","0.414799","fa{I@@D\CDFQQJJIIKHqIIIUcNSeoVh@@@fh@@@@@","O=C(Nc1cc(-c2nc3ccccc3[nH]2)ccn1)c1ccccc1"
"decoy_2475","0.399337","0.444978","0.580976","0.789882","0.397519","0.47248","figq@@F\|AJYWeV]Wm\TMzN^cjjjjjj`@jDPfH@","c1ccc(N2CCN([C@@H]3CCO[C@@H]3CNC3CCCCC3)CC2)cc1"
"decoy_2476","0.243039","0.320495","0.536264","0.609897","0.316096","0.354637","dg~d`LWSnD@HrRPjJIIKivmTrsT@@","O=S(=O)(Nc1cn[nH]c1)c1cn[nH]c1"
"decoy_2477","0.363781","0.476963","0.72445","0.789779","0.419804","0.467694","fhiI@@DBdXBSKJkvlm^BuAA@@@@@","O=C(NCCc1ccccn1)c1cncnc1"
"decoy_2478","0.342298","0.478391","0.532573","0.664541","0.400538","0.484468","fdy`s@EPPJPX`BNAC`cIIBeiBhdiQcoKURuUKRJST@@","O=S1(=O)CC[C@@H](NS(=O)(=O)[C@@H]2CCS(=O)(=O)C2)C1"
"decoy_2479","0.310067","0.385392","0.535355","0.556005","0.350028","0.366291","flup`@MNbAfRJIQP{IJITXITTtEAEURq@@@","c1cc(CNCCn2ccnc2)c2c(c1)OCCO2"
"decoy_248","0.210161","0.265143","0.63877","0.639974","0.323031","0.350993","dcl@p@BLBABLdTRJbQTnuKTuH@@","c1csc(CSc2cccs2)c1"
"decoy_2480","0.249624","0.331907","0.59667","0.674659","0.36211","0.443625","fdeQ@@HT@drwJl{dYipXuMUTDAPcDX`@","ON1C=C[C@H](c2ccccc2)[C@@H]1N1CCCCC1"
"decoy_2481","0.321976","0.422112","0.629909","0.695066","0.372209","0.425914","flui@@DBCEHDfVUYUUd[rPqZ``@`dB@@","O=C(NCc1ccncc1)c1cnc2[nH]ncc2c1"
"decoy_2482","0.31015","0.385327","0.563654","0.595506","0.320807","0.33781","ffsQ@@GUAdbbbRRfNRbRqPVeVKV`XJJZ@BHABt@","C(=N/Cc1ccncc1)\c1cccc2oc3c(c12)CCCC3"
"decoy_2483","0.35144","0.404947","0.699724","0.7081","0.434039","0.450708","fhyq`@DXDC`\bbbRVbbQHpuoAZjZjjjhLP@","O=C1N[C@@H](C2CC2)C(=O)N1CN1CCOCC1"
"decoy_2484","0.351128","0.490757","0.609404","0.7342","0.376265","0.477717","fdei@@DTLFHLbbRbbRReVgFlFKUAPJTe@@@","O=C(Cn1ccnc1)Nc1ccc2[nH]ncc2c1"
"decoy_2485","0.409099","0.351451","0.739019","0.560642","0.418959","0.382193","fa{a`@D`UwHhhhhddmL]DdqQoNbwkT`D@DUUPP@@","O=c1c(-c2ccccc2)coc2c(CN3CCOCC3)cccc12"
"decoy_2486","0.427689","0.576103","0.63813","0.767006","0.461684","0.540287","fdyPQ@NV`bR`A@`cIIBeeHUDeQ`XkUTmUURJPr@@","O=S1(=O)CC[C@@H](NS(=O)(=O)C[C@H]2CCCCN2)C1"
"decoy_2487","0.248925","0.389074","0.531873","0.677458","0.308299","0.391913","fhiq@@D\dAIefWg]UoAZPh@@@ACB@","N/C(=N\C(=O)c1cccnc1)c1ccccc1"
"decoy_2488","0.308624","0.364617","0.568846","0.572248","0.321376","0.356117","ffsPQ@LFykIPAB@aIeUygUURTlzJRuZejfVejjhBTJP","O=C1N=c2cc3c(cc2=C[C@@H]1/C=C1/SC(=S)N=C1O)OCO3"
"decoy_2489","0.325536","0.38304","0.547845","0.564814","0.361762","0.3678","ffcPQ@L^``tPAC`cIIBhddihdddjr\ejmPPTSUTL@@","O=S(=O)(NCCc1nccs1)c1ccc2c(c1)OCCCO2"
"decoy_249","0.289171","0.372441","0.721087","0.757763","0.354061","0.386792","fde@`@@JrJJJIIHsIDYHpXmAHL@A@@@","O=C1C(=Cc2ccccc2)C(=O)c2ccccc21"
"decoy_2490","0.421059","0.364856","0.715242","0.54183","0.442881","0.377944","fnkaP@@`QhwlbbTRbtjTrbRHsdiJjujjjZf`@jJXaIQLTh@","O=C(COC(=O)[C@@H]1[C@H]2C[C@H]3OC(=O)[C@@H]1[C@H]3C2)Nc1ccccc1"
"decoy_2491","0.3823","0.42452","0.620865","0.64245","0.419321","0.435194","f`qP@@@BrRIHiIQIDh{uUUT@D@@@","c1ccc(CNCCCN2CCCC2)cc1"
"decoy_2492","0.317463","0.389947","0.587932","0.605497","0.352159","0.377573","fhi`a@EPP@HhDYIHXddUDdJW`kTmT@B@`r@","O=S(=O)(/C=C/Nc1ccccc1)c1cccs1"
"decoy_2493","0.259883","0.301896","0.548596","0.586785","0.338307","0.360961","fa{`@@@ITrksskNyFRMDk^u@pTA@@A@Py@@","c1ccc(C[C@@H](Cn2ccc3ccccc32)c2ccccc2)cc1"
"decoy_2494","0.22298","0.365118","0.511828","0.809709","0.297085","0.388929","dk^HPF`@cPaJm]YZ[SZjiih@@","[O-][S+]1CCN(Cc2ccsc2)CC1"
"decoy_2495","0.319108","0.388125","0.761146","0.772619","0.38226","0.395946","fduP`@IJAQJYWUvUqS`eZCF``JX@H`@@","c1ccc(-c2nc3cc4c(cc3[nH]2)OCO4)cc1"
"decoy_2496","0.385416","0.391624","0.579484","0.64889","0.39908","0.40576","fnsI@@DT|dFQQIQQIIXiJIZ][uVmUUUUUUUP@@","O=C(CN1CCN(CCN2CCCC2)CC1)NC1CCCCC1"
"decoy_2497","0.310092","0.353558","0.590606","0.610884","0.378716","0.392373","fmoq`@JJzAEdfVYVYwog]WhekvZvhJ@F@XjeAhDP@","O=C(O[C@@H](C(=O)C1=c2ccccc2=NC1)c1ccccc1)c1cnccn1"
"decoy_2498","0.357509","0.442393","0.884708","0.916567","0.403698","0.43631","dg}@`AL@aJYU^wiNzBBJT`@","c1ccc(SCCn2ccnc2)cc1"
"decoy_2499","0.428834","0.408121","0.647585","0.544344","0.420703","0.376896","ffcYa@LD\FMXHl@HJDYIHXhddlTheEVL{MUjjjjjej`@@","O=S(=O)(N1CCOCC1)N1CCN(Cn2nc[nH]c2=S)CC1"
"decoy_25","0.310243","0.354071","0.47239","0.473854","0.325467","0.340697","flu`@@@IRlrjwnjqoQSU@@@@@@@@","c1ccc(CNCc2ccc3ccccc3c2)cc1"
"decoy_250","0.45378","0.512011","0.726268","0.765986","0.481815","0.531196","fdeq@@FFbAJYYwvUhpR`qjjjjjjiDIa@@","C1CC[C@@H]2[C@@H](C1)OCCN2CCN1CCNCC1"
"decoy_2500","0.307348","0.381701","0.692408","0.705487","0.368434","0.403366","f`ipA@JBd@HLDIRnlkZRfkN}UU@DUB@@","c1cc2cnc(CN3CCSCC3)nc2s1"
"decoy_2501","0.281199","0.293313","0.582802","0.585811","0.361335","0.364307","fewQ@@DE@drsJsNkwnktZyZN[TE@@@@@@@PH`@","O=C(N[C@@H](c1ccccc1)c1ccc2cccnc2c1)c1ccccc1"
"decoy_2502","0.347633","0.539724","0.492056","0.711302","0.370016","0.531975","fluH`@DXexGLbbbRJbbTJHrshiZjZjjjjPjFP@","O=C1CNC(=O)N1CCN1CCC[C@@H]1[C@H]1CCCN1"
"decoy_2503","0.351267","0.386332","0.564336","0.55473","0.403092","0.389345","ff}I`@DXHD@cILjlvj}jxIZmUSAA@@@@@","O=C(COc1ccccc1)NNC(=O)NCc1ccncc1"
"decoy_2504","0.262232","0.485142","0.513151","0.84407","0.319239","0.484496","foQPb@NB``@QddaRtRVeFJuYruURuUPh`@","O=S1(=O)CC[C@H](n2ccc(C3CC3)n2)C1"
"decoy_2505","0.300921","0.421803","0.748028","0.870466","0.388588","0.472732","f`iQA@BZ|@HpDYHhdXdidbTTZsje`BJX`@@","O=C1Cc2ccc(Sc3nccs3)cc2N1"
"decoy_2506","0.330865","0.318984","0.566778","0.448938","0.361624","0.327954","flua@@F@RYV^YU^cGQBejj`@@BAAIR@@","O=C1C[C@H](c2ccccc2)N[C@@H](c2ccccc2)C1"
"decoy_2507","0.461704","0.484755","0.679681","0.758848","0.465435","0.498942","figI@@F\}dBTroJlzoZxh[t\}GUUUUUU@ATHaLP@","c1ccc(N2CCN([C@@H]3CCO[C@@H]3CNC3CCNCC3)CC2)cc1"
"decoy_2508","0.204855","0.297061","0.427161","0.524513","0.26333","0.3238","foApb@LBMA@@cIIBhhddmNMYZ`dJA@@","O=S(=O)(Nc1ccn[nH]1)c1ccccc1"
"decoy_2509","0.431419","0.434737","0.843881","0.695409","0.45952","0.435222","f`qQ@@DJAdTTRQRbRYqwfjVjjj@@","O=c1ccccn1CCCN1CCCCC1"
"decoy_251","0.233895","0.352159","0.604533","0.792292","0.311353","0.399335","foQp`@EZlAfRJIQEZITXJUgTE@UKD@@","c1cn(-c2ccc3c(c2)OCCO3)nn1"
"decoy_2510","0.316233","0.37059","0.701089","0.694565","0.370973","0.380026","flu``@D@|drrkN}lcNCEKTD@@QPP@@","O=C(NCc1ccc2c(c1)OCC2)c1ccccc1"
"decoy_2511","0.329599","0.440377","0.643997","0.723102","0.379024","0.425285","f`qPP@IJ@`QdfUvunhqwfiYjZj@@","O=C(NNC(=O)C1CC1)c1ccc(=O)oc1"
"decoy_2512","0.401854","0.470866","0.559203","0.668207","0.415329","0.469566","ffcq`@DVr@QlbbbbRVbNTRQFZ\VkUTuMUUUVLQbC@@","O=C(CN1C(=O)[C@@H]2CCCC[C@H]2C1=O)NC[C@@H]1CCCNC1"
"decoy_2513","0.295203","0.349979","0.615991","0.621073","0.358208","0.359558","fb}IB@LDhDP@cIEDehThhdlRgINBgMLtttBAL@`j@","O=c1nc2scnn2cc1/C=C1\C=Nc2ccccc21"
"decoy_2514","0.307061","0.369823","0.716423","0.711419","0.384538","0.391172","fhypB@LBT@HrQQIZEJIHeNB|F`PJ`@`@@","c1ccc(NCc2ncc3ccsc3n2)cc1"
"decoy_2515","0.200244","0.246811","0.362051","0.383055","0.267189","0.291301","fdua@@K@rJIIQJIQJtXiqkAbtuTEPEQbdXiH@","O=C1C=C[C@H]2[C@H]3Cc4ccccc4[C@@]2(CCN3)C1"
"decoy_2516","0.373932","0.402517","0.657396","0.630906","0.403446","0.427631","fjmpPBDDDAQgBdwYEDhdeEBUDeJvRmPPME@@@@@","O=C(COc1ccccc1)NNC(=O)c1ccc[n+]([O-])c1"
"decoy_2517","0.4273","0.552588","0.633817","0.744781","0.454803","0.526181","fhiPb@LR``@QddaRbbRRqoNBmUUUUUAb@@","O=S(=O)(C[C@H]1CCCCN1)NC1CCCCC1"
"decoy_2518","0.296792","0.37731","0.610785","0.751098","0.404987","0.450172","fbma`@D@CeIeYUg^uUoQSejP`@BJBA@d@","O=C(/C=C/c1ccc2c(c1)OCO2)Nc1ccccc1"
"decoy_2519","0.280297","0.349664","0.469969","0.495092","0.318151","0.332262","foA`B@F@BDiWUYWAKNiZj@B@@@","c1ccc(CCNCc2ccsc2)cc1"
"decoy_252","0.305605","0.4341","0.527135","0.677239","0.338266","0.415825","fleq@@DXDAIeUeV]s^bejjB@@@@@@","O=C(NCCc1ccccc1)NCc1ccccn1"
"decoy_2520","0.354395","0.482642","0.617519","0.722081","0.388483","0.466303","fluq`@ENbADlbbTTLJRTRIQ`hiZjijjejQaDP@","O=C1O[C@]2(C(=O)NCCCn3ccnc3)CC[C@H]1C2"
"decoy_2521","0.375517","0.497376","0.614953","0.71381","0.401113","0.463951","flmHB@LBUx@QdbbRtJbRraJ\D{tTtBAUUUQP@@","c1cc2cnc(CN3CCN(C4CC4)CC3)nc2s1"
"decoy_2522","0.317694","0.429821","0.626202","0.78172","0.354116","0.433125","fnkq@DDBtCTyEEEEDemJeDdpRkF]UkU@rBU@AP@@@","O=c1c2ccc[n+](CCc3ccccc3)c2nc2ccccn12"
"decoy_2523","0.370172","0.317487","0.638401","0.464376","0.383125","0.328155","fnsQ@DDTAR\bbRbbRRqRbRtzwjmZh@@@h@@@@@","O=C(C[n+]1ccc(Cc2ccccc2)cc1)Nc1ccccc1"
"decoy_2524","0.327862","0.439168","0.553915","0.646974","0.366212","0.436307","fhiaQ@MPQIPPA@`cIIBeeHXdf\|EZjejjh@@","O=S1(=O)CCC(S(=O)(=O)N2CCOCC2)CC1"
"decoy_2525","0.402349","0.425919","0.586759","0.570573","0.444939","0.418925","fncPQ@LV`cpPAC`cIIBhddmeHXdeFjuZ``be`@@@@","O=S(=O)(NCCCNS(=O)(=O)c1ccccc1)c1ccccc1"
"decoy_2526","0.345649","0.345456","0.619311","0.638449","0.395131","0.387304","feoH`@NZbdCDiWeufV]u\DEHNRuGNejfjjjVejiEHZ@@","c1ccc2c(c1)=NC([C@H]1CCCCN1CC1=N[C@@H](c3ccoc3)OC1)N=2"
"decoy_2527","0.214135","0.304773","0.563125","0.867474","0.298849","0.354762","foQPB@JL@DISOsJ~JRuYuLu@`T@@@","c1ccc2c(c1)ccn2Cc1cncs1"
"decoy_2528","0.359107","0.392283","0.660606","0.634387","0.416965","0.432509","fnkh@@@XyxJTjzrnrjiJFmEMV`AT@ERthT@@","c1ccc2c(c1)=NC(c1ccc(NCc3cncnc3)cc1)N=2"
