"Compound","Tanimoto_SC_ref0_DB","Tanimoto_SC_ref1_DB","Tversky_SC_ref0_DB","Tversky_SC_ref1_DB","Carbó_SC_ref0_DB","Carbó_SC_ref1_DB","DockingScore","Structure of SMILES [idcode]","SMILES"
"decoy_3091","0.335128","0.257478","0.537181","0.444326","0.383263","0.31778","-5.868","ff}p`@DXt@RSJjjsJkqKfkUUUUUUU@@@","O=C(NCCCN1CCCCC1)NCCOC1CCCCC1"
"decoy_3092","0.21395","0.245903","0.418502","0.438472","0.286334","0.294906","-1.897","fbmpa@LASA@@aPQddaTTRRrtrUjwdyVi`dHZX`@@","O=S(=O)(Nc1ccccc1)c1csc(-c2cc[nH]n2)c1"
"decoy_3093","0.372203","0.334358","0.711249","0.620545","0.42992","0.377256","-4.078","fjcp`@AJtAfRJIIEQISSIXhseoYKUUT@P@EAbDqJH@","c1ccc(-c2ccnc(N[C@@H]3CO[C@@H]4CCO[C@H]34)n2)cc1"
"decoy_3094","0.197915","0.207371","0.402243","0.377318","0.282267","0.268545","-5.836","fluX`@DXTzJPFRYUUvvTeARbej`BfjTH@@","O=C(Cn1cnnc1)Nc1ccc2[nH]c(=O)[nH]c2c1"
"decoy_3095","0.217338","0.221507","0.411531","0.408537","0.291716","0.272596","-4.863","fluq@@FNRAJYWYUgZLlFJZjjjjZjXPP@","c1ncc(CN2CCO[C@@H](CC3CCCCC3)C2)[nH]1"
"decoy_3096","0.256344","0.256499","0.424709","0.426956","0.337022","0.316682","-5.476","fnki@@J\MehLdRVTRbbVbRQIQQdyjvjh@bhJ@b@@@","c1cc(-c2nc3c(c(N4CCOCC4)n2)CCNCC3)ccn1"
"decoy_3097","0.321225","0.305803","0.697869","0.608449","0.407895","0.377863","-6.458","fdep@D@DhB\dbbbJRtrQFJLFKUAA@@P@@@","Nc1[nH]c2ccccc2[n+]1CCc1ccccc1"
"decoy_3098","0.37738","0.38492","0.593151","0.623379","0.465626","0.421996","-6.624","fj}Q`@DL@INQQQQJHiKSIDy[vRmUSUUUUTcB\`@","O=C1C[C@@H](NC[C@H]2CCCOC2)C(=O)N1C1CCCCC1"
"decoy_3099","0.254462","0.264718","0.490197","0.478339","0.316896","0.313779","-5.534","fdyI@@DDlxFQQIIJJIIFs`qZijPXB@Pi@","O=C(CCc1cn[nH]c1)N/N=C/c1ccccc1"
"decoy_3100","0.31148","0.329222","0.682277","0.658887","0.417284","0.397125","-5.461","flma`@H`E{IEEHhheeCnZTFt_IhJhJjJb`@@","c1cc2c(c3c1CCC1(CCNCC1)O3)OCCO2"
"decoy_3102","0.429139","0.422756","0.68619","0.675118","0.481603","0.455934","-6.467","fmoY@@DDUxOPILljsn{Ll|cN|t\umPP@@T@@@@@@@","O=C(NNc1cc(Nc2cccc3ncccc23)ncn1)c1ccccc1"
"decoy_3103","0.224552","0.235917","0.393534","0.375838","0.299844","0.304891","-5.705","fhyPB@FZ@DISOroJxiIW`tsUUUUTIH@","c1csc(CN2CC[C@H](N3CCCCC3)C2)c1"
"decoy_3104","0.233436","0.172904","0.59041","0.414729","0.347745","0.262829","-4.539","fb}I@@DBdhBSKJ}nrmNRtZr\mSLtl@EP@@","O=c1[nH]ccc2c1cnc1c(-c3ccccc3)cnn12"
"decoy_3105","0.196539","0.212369","0.505387","0.474432","0.288397","0.276112","-4.699","f`iPb@LJlx@PeKlkZvBRu[uK@DTtP@@","O=C1COc2ccc(-c3cscn3)cc2N1"
"decoy_3106","0.352464","0.356464","0.689256","0.594011","0.391195","0.37251","-4.277","fhyp@@@PIdbTRRTRRMFFmxHDDEATD@@","c1ccc2c(NC3CCCCC3)nncc2c1"
"decoy_3107","0.360579","0.306141","0.634078","0.582317","0.399006","0.33565","-4.712","fewP`@DQ@GHheHddeEhteDdjvgZ|N[UUUUSU@ATXeEKT@@","O=C(CCNC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)NCCc1ccccc1"
"decoy_3109","0.227247","0.240793","0.558329","0.520575","0.323209","0.311927","-3.536","foAI@@D\dxBSKLjnjqgMP@@@@@@","O=C(Nc1ccncn1)c1cccnc1"
"decoy_3110","0.269495","0.343535","0.542893","0.607363","0.341341","0.381797","-3.809","f`iQb@LT`cpOAJmUUUZLdjsfjjjiZb@cEJJ`@","O=C1C=C[C@H]2C[C@@H]3CO[P@H](=O)NN3C[C@@H]2C1"
"decoy_3111","0.250203","0.261811","0.580429","0.54717","0.326454","0.319108","-5.448","fj}a`@D@\UIeeU{e[ehJ\eZ```HHhH@@","O=C(NCCc1cccc2c1OCOC2)c1ccccc1"
"decoy_3113","0.314753","0.329315","0.4923","0.491888","0.347413","0.340961","-4.761","ffsi@@HDyKPDiYyeW^upSQgAKVfj`TH@B`PbTP@","C1=C(c2ccccc2)N=N[C@H]1[C@@H]1NC(c2ccccn2)=NO1"
"decoy_3114","0.202177","0.209722","0.465515","0.423299","0.285619","0.260339","-4.885","fde``@D@tdrmkkJtYIPXmT@E@A@@@","O=C1CCc2cc(Oc3ccccc3)ccc2N1"
"decoy_3115","0.214734","0.224801","0.341323","0.385544","0.296459","0.292548","-5.382","fewpR@NIrrOQ`BLdTRebRbRTQtTQJJtGHyuJuUUSUSUTcTK@@","O=C1OCC[C@H]1NC(=O)[C@H]1CN(C(=O)c2cccs2)CC12CCNCC2"
"decoy_3116","0.239791","0.260738","0.40568","0.437859","0.328446","0.320709","-4.549","fnsq@@CNZAIfUV{Ug\R`yjuhDH``hjBABd@","O=C(/C=C/c1ccccn1)c1cccc(CN2CCNCC2)c1"
"decoy_3118","0.25713","0.256374","0.404289","0.434272","0.320609","0.319274","-5.238","ffcP`@E^@qJY}Ue]e\T]xmZjjjjh@JHPP@","c1ccc(N2CCN(CCCOC[C@H]3CCCO3)CC2)cc1"
"decoy_3119","0.236337","0.239276","0.584749","0.519496","0.331314","0.30424","-3.281","foAI@@D\dXBSKLjnjqgMP@@@@@@","O=C(Nc1cnccn1)c1cccnc1"
"decoy_312","0.336043","0.380806","0.641402","0.644938","0.447867","0.416434","-6.971","fhiP@@@BRfUWvUyKpZBBJ@@@@@","c1ccc(CNCCNc2ccccc2)cc1"
"decoy_3120","0.250613","0.202442","0.486416","0.336927","0.341395","0.278681","-4.164","f`iP`@D\A{HhdeDcDds`iN|uUUUUTbdX`@","O=C1C[C@@H]2CC[C@H](CN1)[N@]2C1CCOCC1"
"decoy_3121","0.287438","0.324102","0.608121","0.606173","0.365997","0.399891","-6.956","fdyqbBNBBqTPA@YcvRJIRiSQIXeOAjUjX@J@@@","O=C(NNC(=O)c1cccs1)c1cc[n+]([O-])cc1"
"decoy_3123","0.338649","0.232406","0.549794","0.374814","0.382514","0.285528","-6.0","ff}QR@EZ`bUo@BLddJVTrTrTRUFEjmUSTu@ADJH@","O=C(COc1ccccc1)NNC(=O)C[C@H]1CCS(=O)(=O)C1"
"decoy_3124","0.311691","0.262944","0.624176","0.475039","0.365444","0.305182","-5.309","fbmq@@D\TAIfVW}YUgIZSejefZ`@h@@","O=c1cc(NCCc2ccccc2)nc2ccccn12"
"decoy_3125","0.31764","0.357141","0.751066","0.819389","0.409701","0.399136","-6.169","fma@@H`rQQRJJIZHgYJIKfeNmDJYkhJ`J`Hj@BH@@@","c1ccc(CCN2CCC3(CCc4ccc5ccccc5c4O3)CC2)cc1"
"decoy_3126","0.2408","0.217821","0.370853","0.360492","0.290701","0.269847","-6.581","fa{h@@@XIRRTsK|rjwoSgdqJwhDQPTEA@A@@@","c1ccc2cc(Nc3ncnc(CN4CCCCC4)n3)ccc2c1"
"decoy_3127","0.251281","0.278819","0.545154","0.529483","0.337239","0.329006","-2.759","foAPa@LJ``@PXHrRPjJIIKScVVhJB`hTP@","O=S(=O)(N[C@H]1CCSC1)c1cccnc1"
"decoy_3128","0.189512","0.206671","0.463707","0.45391","0.27323","0.279717","-6.023","foAQb@EZ`c@@cIIBhhddUZlyZiA`H@@","O=S(=O)(Oc1ccccc1)c1cn[nH]c1"
"decoy_3129","0.210763","0.21409","0.375642","0.335563","0.293895","0.277186","-6.637","f`qq@@DXlAIeYUgUV]yjjjjj`@@","O=C(NCC1CCCC1)NC1CCNCC1"
"decoy_3131","0.191463","0.215451","0.453852","0.447605","0.271782","0.279408","-4.555","f`ip@@@FmdbbTVJTRipTg^@@@ijA@@","c1cnc2ccc(Cc3ncc[nH]3)cc2c1"
"decoy_3132","0.197739","0.194641","0.41071","0.391504","0.299431","0.271076","-5.103","fewQB@JZT@HrQIQZJIY[QQJHdi[uVcgUU@pQ@@@PBLHb@@","O=C(NCc1cccc2ccccc12)[C@@H]1CSC[C@@H](c2ccccc2)N1"
"decoy_3133","0.209133","0.264494","0.505366","0.572874","0.294808","0.325167","-5.834","fhyp@@@XydbbRfJTRUALyxHPTS@@HBDh","C(=C/c1nc2cccnc2[nH]1)\c1ccccc1"
"decoy_3134","0.254337","0.281811","0.414473","0.462312","0.375848","0.403225","-5.811","fbmpb@LFsA@@cIIBeDheDlb[q`irmUUUUUUPh`@","O=S(=O)(CCC1CCNCC1)N[C@H]1CN2CCC1CC2"
"decoy_3135","0.329715","0.27225","0.599036","0.498545","0.387032","0.315487","-3.403","fmoQ`@DVAPvQQISIKSJJIHqITYIVRsVuP@SPDD@D@@@","O=C1COc2ccc(C(=O)Nc3ccccc3Cc3ccccc3)cc2N1"
"decoy_3136","0.253277","0.279133","0.528525","0.514946","0.330393","0.321426","-2.92","fhiab@LPQh@QddaTRRbrrk^BmPPTUE@R@@","O=S(=O)(NC[C@H]1CCCCO1)c1ccccc1"
"decoy_3137","0.355365","0.275316","0.655375","0.471263","0.407926","0.317661","-5.946","fbmi@@DDhhHLbbRTRRabRrmNBgKUMRmUKLBEH","O=C(Cn1ccnc1)N/N=C/C1=c2ccccc2=NC1"
"decoy_3138","0.275255","0.263638","0.534016","0.419215","0.355574","0.322087","-5.813","fhyq@@LBTCIEDehUDdbTxKpZA@jjjH@@","c1cc2cnc(CN3CCCCCC3)nc2o1"
"decoy_314","0.338009","0.317769","0.518554","0.524843","0.399247","0.373856","-6.998","fluq@@F\lCIEDdXdlhdjLtZJZjjjjjjhPP@","C1CCN(C2CCN(C[C@H]3CNCCO3)CC2)CC1"
"decoy_3140","0.232515","0.237498","0.510013","0.499079","0.31455","0.311581","-4.318","fjcP@D@ZANRQIQZJZKQJtEkpXyJDEETCPAQcBYNH@","C1=C[C@H](c2ccccc2)[C@@H]([n+]2ccccc2)[C@@H](C2CC2)N1"
"decoy_3141","0.253828","0.267335","0.510688","0.479572","0.319414","0.314632","-4.757","fhiPb@L^``@QddaRbbRRqoNBmT@@@@@@","O=S(=O)(Cc1ccccc1)Nc1ccncc1"
"decoy_3142","0.252514","0.26402","0.448807","0.409917","0.323951","0.299971","-5.203","f`qPR@NN`bV`AFRREKJZIJcG^VjijjiEHi@@","O=C(N[C@@H]1CCS(=O)(=O)C1)[C@H]1CNCCO1"
"decoy_3143","0.378881","0.349778","0.682906","0.649882","0.417362","0.395712","-5.166","ffcQ`@DFADnQQIIQQIIZEJp_IKUjZ@@@bhHDBP","O=C(/C=C/c1ccc2c(c1)OCCO2)NCc1cccnc1"
"decoy_3144","0.250867","0.253833","0.4428","0.407304","0.317308","0.312318","-5.034","f`iPB@FZ@DISOrnmbbmN}SMUUUT@@","c1csc(CN2CCN(CC3CC3)CC2)c1"
"decoy_3145","0.213644","0.196252","0.592385","0.475541","0.339541","0.287021","-4.752","f`iQ@@FB@eL}nrnJBd{uLuT@DdBP@","c1ccc(C2=NN[C@H](c3ccco3)C2)cc1"
"decoy_3147","0.23934","0.191126","0.414826","0.381785","0.316231","0.266566","-3.985","figQ@@KYAdbbbRRcTRVTRPmRUEOQtEAQUUUUEP@@","c1cc(CN2CCC(N3CCCCC3)CC2)cc(OC2CCCC2)c1"
"decoy_3149","0.240694","0.221396","0.403113","0.383609","0.315815","0.289142","-5.38","fnsq@@G^ZAIfUV{Ug\R`yjuhDH``hjBABd@","O=C(/C=C/c1cccnc1)c1cccc(CN2CCNCC2)c1"
"decoy_3150","0.150558","0.15456","0.407473","0.372543","0.247293","0.232289","-4.093","fgApb@NBLrP@aJVVUWEEVtZfijjiPaT`@","C1=C2OCCO[C@H]2[C@@H](c2ncn[nH]2)S1"
"decoy_3151","0.350649","0.284486","0.585931","0.42219","0.40847","0.331207","-7.907","ffsp@@@ZJeLjojrmnJ\eEIZtBDUP@TpP@@","c1ccc2c(CCNCc3ccc4[nH]ccc4c3)c[nH]c2c1"
"decoy_3152","0.196325","0.220447","0.34041","0.34274","0.270951","0.285564","-7.667","foAQ@@DV@drrkNrMYsUUUUUCb@@","O=C(NC[C@H]1CCNC1)C1CCCCC1"
"decoy_3154","0.291576","0.321729","0.433446","0.491602","0.343124","0.366561","-5.07","fjcH`@JRbTFTiWYWYVteIJBgIZjjjfeijhLP@","c1cc2nonc2cc1C[N@]1CC[C@H](N2CCOCC2)C1"
"decoy_3155","0.201253","0.213725","0.479834","0.447232","0.29254","0.271796","-4.79","fhyQ`@LJ@brSJjzliJBexKU@ETtB@@","O=c1[nH]c2cc(NCc3ccco3)ccc2o1"
"decoy_3157","0.207213","0.205684","0.343097","0.37382","0.291401","0.28731","-7.518","fmoH`@DYKLB\bbbbRRbVRfNTREKWhefmj`hJbfjjhiDhv@@","O=C(NC[C@@H]1CCNC1)[C@H]1CN(C(=O)c2ccccc2)CC12CCNCC2"
"decoy_3158","0.239679","0.273594","0.566893","0.563754","0.31466","0.32432","-4.908","f`qP`@DTAKHheDdcDdJSoMTsP@P@@","O=C(NCCc1ccccc1)c1cocn1"
"decoy_3160","0.21191","0.240522","0.40025","0.400785","0.290207","0.305799","-5.972","f`yP@@@VRfUVwWENJeiwiBBbZhiEIi@@","C1=Nc2cccc3c2[C@H]1C[C@H]1NCCC=C31"
"decoy_3161","0.269241","0.258848","0.560429","0.487085","0.35193","0.321637","-5.613","fdyP`@ARAiIe]UnUhpLVefi`@`@@","O=C1C=CC(=CNNC(=O)c2ccccc2)C=C1"
"decoy_3162","0.263416","0.303468","0.424549","0.470307","0.3614","0.358558","-5.355","fleq`@DXdAblbbRbrbbRQ]zJVjZjjjj`I@@","O=C(CN1CCCCC1)NC(=O)NC[C@H]1CCCO1"
"decoy_3164","0.34633","0.30574","0.665419","0.541645","0.404191","0.353308","-5.059","fa{q`@LJrAAdfUU]nUvTeARbeoVj@JX@Je@`@@","O=C(Nc1ccc2[nH]c(=O)oc2c1)c1ccc(-n2cccc2)cc1"
"decoy_3165","0.286166","0.296861","0.505026","0.500712","0.404188","0.372938","-6.052","fbmp`@DX\ARSL{JkviFF\gKUUUU@AP@@","O=C1NC2(CCNCC2)CN1CCOc1ccccc1"
"decoy_3167","0.234298","0.231614","0.450439","0.406881","0.308316","0.288984","-4.339","fj}H`@DNBTELbbTTRRNRbRdhuleZiB`J@A@@@","O=C(Nc1ccc(Nc2ccncn2)cc1)c1ccco1"
"decoy_3168","0.23803","0.27087","0.413744","0.421102","0.318312","0.332696","-6.204","f`qp`@DR\@RSJ{ZrtX{sUTuUUHYMP@","O=C1CC[C@@H](C(=O)NC[C@@H]2CCNC2)CN1"
"decoy_3169","0.295933","0.368678","0.578624","0.633588","0.41933","0.44201","-8.117","foQp@@@Z\eSJr||thugUAQDUD@@","c1cc2c(c(N3CCNCC3)c1)CNC2"
"decoy_3170","0.266206","0.302334","0.610783","0.603902","0.339311","0.337889","-3.584","foA`c@LPP@HXDVBLddJbRTJdjsejfiiX@@","O=S(=O)(NCc1ccsc1)c1cccs1"
"decoy_3171","0.215111","0.206143","0.378411","0.393979","0.294495","0.279591","-5.625","fmoa@@M@RfYVWf[UUqFKMj~chJBh@J@J@B`a@@","c1ccc(O[C@@H](CN2CCCC2)C(c2ccccc2)c2ccccc2)cc1"
"decoy_3172","0.23121","0.208711","0.570732","0.40639","0.309367","0.254877","-6.343","f`iQBDBLp@HYNRJHjIJYHeEZ]zfX@@B@@@","O=c1[nH]c(-[n+]2ccc3ccccc3c2)cs1"
"decoy_3174","0.191173","0.202076","0.342392","0.366885","0.265603","0.258105","-4.682","fj}pb@FB}ip@aJYUW]nUqPTlejjjffjjkDIaT`@","O=C1N[C@H]2[C@H](CS[C@@H]2CCCCC(=O)N2CCCCC2)N1"
"decoy_3175","0.133494","0.123874","0.267756","0.230829","0.211386","0.197989","-4.521","feoI`@D^BtCayEDhhhdeDeGDdm^lepV}GMj@B@abZiBh@@","O=C(Nc1ccc2c(c1)CCN2)c1cc(-c2ccoc2)nc2oncc12"
"decoy_3177","0.273494","0.258314","0.471705","0.411809","0.331297","0.302699","-5.732","fleq`@DBLCfdfU{VvUIRJVjfijjj`R@@","O=C(CNC(=O)[C@@H]1CCC(=O)N1)NC1CCCCC1"
"decoy_3178","0.385734","0.279044","0.712943","0.511705","0.446883","0.341003","-3.953","fnkqb@JRchmPABTrn{\kZvJ\DEIVtBAS@DTtD@@","O=C1COc2ccc(C(=O)Nc3ccc4ncsc4c3)cc2N1"
"decoy_3179","0.346487","0.413876","0.77074","0.796703","0.506803","0.490623","-5.795","f`i`@@@YHddeDhTbTdiwjijd@JDDcD@","C1=CC2=CCNC[C@@H]2[C@H](c2ccccc2)C1"
"decoy_318","0.231985","0.27467","0.389001","0.414963","0.309167","0.325031","-5.353","fle`s@EPPJTT`BNAG`cIIBeiBeDeJL|EZjVjjVdTad@","O=S1(=O)CC[C@H](CNS(=O)(=O)[C@@H]2CCS(=O)(=O)C2)C1"
"decoy_3180","0.33003","0.40285","0.628128","0.679401","0.377342","0.406135","-3.607","fbmi@@DZlgHLbbTTRRTvaRgF|gKT@@DEJD@@","O=C(Nc1cccnc1)c1cccc(-n2cnnc2)c1"
"decoy_3183","0.251999","0.291006","0.54085","0.541564","0.331025","0.329082","-3.281","f`qab@LPPx@QddaTRRbrUYwejBBbb`I@@","O=S(=O)(NC[C@H]1CCOC1)c1ccccc1"
"decoy_3184","0.385328","0.3724","0.608147","0.616293","0.490106","0.443575","-7.32","fegQB@OI\@HRfYU_{UVUEiQash@@@fjh@@@@@","O=C(NCCNCc1ccccc1)c1ccc(Sc2ccccc2)cc1"
"decoy_3186","0.38971","0.397588","0.825115","0.686111","0.461878","0.436013","-4.751","f`ip@@@XteLl{rmAZl{pPTUUQTIP@","c1ccc(N2CCC[N@]3CCC[C@H]3C2)nc1"
"decoy_3187","0.187958","0.243624","0.440111","0.566468","0.258999","0.303072","-5.093","f`iQ@@IJ@eLllshmFl{uADLUQH@@","c1cc2c(c(OCc3ncc[nH]3)c1)CCC2"
"decoy_3188","0.320297","0.363659","0.563169","0.640706","0.419443","0.428291","-6.309","ec`TD@@IA`DLbbTRRRRRTUbbRqEBf`RSPrvsUUUUTtuTmSTXHbTIQZH@","C=C1CCC[C@@H]2C[C@H]3OC(=O)[C@@H](CNCCC4=c5ccccc5=NC4)[C@H]3C[C@@H]12"
"decoy_3189","0.234614","0.261115","0.407444","0.403329","0.288376","0.303998","-6.63","fluh@@@PHsVRIPiJIKQIXIhtTsUTtp@L@@@","c1ccc(-n2ccc(CNCc3nc[nH]n3)c2)cc1"
"decoy_319","0.320908","0.350636","0.689278","0.718918","0.46314","0.425523","-6.526","fnsa@@O@RfUYu_VUxhsjmhH@@bh@@@@@","c1ccc(CNCc2ccc(OCc3ccccc3)cc2)cc1"
"decoy_3190","0.40675","0.368698","0.800193","0.695113","0.470038","0.402055","-4.501","fmoP`@JQ@iJUufU}YVuIPsjmfnjjBBJjh@H`@@","c1ccc2c(c1)CC[N@@](CCCOc1ccccc1CN1CCOCC1)C2"
"decoy_3193","0.246376","0.253473","0.47706","0.398091","0.333829","0.315608","-6.368","foAQ@@DTAdTRTTRRJmV\uUUUU@@@","O=C(CN1CCCCC1)NC1CCCC1"
"decoy_3194","0.324256","0.348357","0.705724","0.689168","0.468105","0.43576","-5.93","flma`@O@\EJYie_]~RUXwhihJbJJjb`@@","c1c2c(cc3c1OCCO3)OC1(CCNCC1)CC2"
"decoy_3195","0.416929","0.344191","0.690007","0.563394","0.457067","0.387237","-6.918","fakpb@LRLJH@cIEDdhhTdmCDeqS`m{PPLDDL@@@@@","O=C(CSc1ccc2ccccc2n1)NNC(=O)c1ccccc1"
"decoy_3196","0.219972","0.229328","0.37002","0.378912","0.288584","0.272271","-5.478","fj}PR@NV`bPPAFRREKJZIIJYTYYvRkUTuUMUTbdU@@","O=C(N[C@@H]1CCS(=O)(=O)C1)[C@@H]1CC(=O)N(C2CCCC2)C1"
"decoy_3197","0.297523","0.264679","0.577218","0.473931","0.370536","0.323395","-5.478","ffsXB@LBdFIPAFRJIKKIQIPqHeNB|DmZA@j@BiXH@@","c1cn(-c2cc(CNc3ncnc4sccc34)ccn2)cn1"
"decoy_3199","0.24072","0.276487","0.508635","0.5729","0.333471","0.338474","-2.741","fak`R@BXyZH@cIEDUDeDleEddRbcM{SUUUUMKUQJIbdeQFTj@","O=C1/C=C\CC/C=C\CCC[C@@H]2C[C@H](C[C@H]([C@@H]3CSC(=O)N3)O2)O1"
"decoy_3200","0.262871","0.242729","0.488934","0.433789","0.345608","0.323279","-3.856","fjmp`@DLLBbSKNrj}k[vRmSTDD@@@@@","O=C(NCCc1ccccc1)C(=O)NCc1cccnc1"
"decoy_3201","0.219093","0.259248","0.460443","0.520536","0.2846","0.313643","-5.367","fbmq@@DZBAIeYUgg]UgASejP`djeFA@d@","O=C(/C=C/c1cnc2ccccn12)Nc1ccccc1"
"decoy_3202","0.216413","0.23862","0.571228","0.557806","0.314651","0.302704","-3.854","flua`@D@]GHheEDdehTeVMzJVh@@BJ``@@","O=C(Nc1ccc2c(c1)OCCO2)c1ccccc1"
"decoy_3203","0.284792","0.319997","0.427418","0.496399","0.350166","0.359108","-6.175","fj}qb@NZCAD`AFRREKJYQIQITXENRkUTuUUUTbd\`@","O=C(CN1CCC[N@]2CCC[C@@H]2C1)N[C@@H]1CCS(=O)(=O)C1"
"decoy_3205","0.261176","0.225712","0.494831","0.40945","0.33248","0.279069","-4.087","flu`b@LPP@HrRPjJIYZYI`mVbeZ`hH@BBED@","O=S1(=O)N[C@@H](Cc2ccccc2)Cc2ccccc21"
"decoy_3206","0.27432","0.257287","0.664052","0.494633","0.349972","0.303994","-4.181","f`qa`@D@TyIeeV]yF]yjBBbhh\P@","O=C(NC[C@H]1COCCO1)c1ccccc1"
"decoy_3208","0.328089","0.211932","0.702659","0.414131","0.375147","0.27338","-4.123","ffcQ@@DN@drljsorjkN|VkTa@qL@A@HD`","O=C(/C=C/c1ccn(-c2ccccc2)c1)Nc1ccccc1"
"decoy_3209","0.312187","0.291717","0.54929","0.556997","0.398175","0.358997","-6.46","fj}P@@@FRiUueU{Z\\GIZjj``bjb@@","c1ccc(CCN2CCC(CNC3CCCC3)CC2)cc1"
"decoy_321","0.309317","0.255091","0.568938","0.391991","0.386694","0.298833","-7.777","f`iP@@@ZrRJIIJqILErSoUUUUUUXaFQR@@","C1CC[C@H]([C@@H]2CC[C@H]3CCCC[N@]3C2)NC1"
"decoy_3210","0.235957","0.271322","0.521213","0.527803","0.325698","0.332904","-4.19","fhiI`@DXTDCAILkOkJtyxKULm@A@@@","O=C1NC(=O)C(=CNc2ccncc2)C(=O)N1"
"decoy_3211","0.274784","0.21701","0.434448","0.362948","0.327421","0.290115","-4.599","fbma@@C@rQQQIIXiQIBthr\tEAQT@A@@@","c1ccc(CN2CCC(Oc3ccccc3)CC2)cc1"
"decoy_3212","0.187613","0.194858","0.468904","0.430112","0.272918","0.260023","-4.397","f`iHB@LL]x@PeKjrmnBZL{uKT@ELP@@","c1nc(CNc2ccc3[nH]ncc3c2)cs1"
"decoy_3215","0.191045","0.196985","0.409114","0.374212","0.267744","0.258847","-5.204","fbmq`@DRTCr\bbRbRTJTrTeNBgKTsL@QUDBAH","O=C(/C=C/c1ccc2c(c1)OCCO2)Nc1cn[nH]c1"
"decoy_3216","0.252591","0.278369","0.429688","0.473263","0.339028","0.375097","-6.733","fdyq@@DXtAIeYU^uTXLVjjjjjh@@","O=C(NCCN1CCCCC1)NC1CCCCC1"
"decoy_3217","0.303962","0.291301","0.660828","0.568564","0.396284","0.371273","-5.193","fhiq@@DXtAIeYUg]UoAZhH@@@@@","O=C(NCc1ccccn1)Nc1ccccc1"
"decoy_3220","0.318695","0.287286","0.586188","0.471334","0.381256","0.344113","-2.857","fj}Q@@EA@eLjosOr|e[vRtDDUUUTUCR@@","c1ccc(OCCCN2CCC[C@@H]2CN2CCCC2)cc1"
"decoy_3221","0.242804","0.268003","0.528523","0.514464","0.326745","0.325436","-5.909","fbmq@@DBLCHheDhdeMJdjqgIruAPTP@B@@@","O=C(NCCc1ccccc1)c1cccc2cn[nH]c12"
"decoy_3223","0.300588","0.335386","0.458301","0.538988","0.369043","0.388118","-6.831","fbuqb@AZ]AB`AFRREKISIJIJcDyVjjZjjjaQ@@","O=C(NCCN1CCCCC1)NC[C@H]1CCS(=O)(=O)C1"
"decoy_3224","0.300442","0.2853","0.65315","0.557255","0.388574","0.363871","-5.27","fhiq@@DX\AIeYUg]UoAZhH@@@@@","O=C(NCc1cccnc1)Nc1ccccc1"
"decoy_3225","0.24029","0.270658","0.38353","0.41332","0.314982","0.31443","-5.544","fdy``@N@udbbRJRRbRhpLZjjj`@bDD@","c1ccc(OCCCNC[C@H]2CCCCO2)cc1"
"decoy_3226","0.219152","0.19011","0.429583","0.353574","0.340771","0.318253","-3.726","fmoI`@DXxTFliLrsJkvrkAVCzLumU@B@AM@A@@@@","O=C(Nc1ccccc1)c1cnc2c(c1)c(=O)[nH]c(=O)n2-c1ccccc1"
"decoy_3227","0.275737","0.245275","0.434963","0.431904","0.321063","0.288101","-5.056","fnkpB@NBb@HrQQSYQQIIUQKEGQ|FkZYjjjjjjj@@","c1cc(CN2CCN(C3CCCC3)CC2)sc1CN1CCCC1"
"decoy_3228","0.272743","0.313828","0.547147","0.56269","0.426544","0.38836","-7.185","fjcQ@@EQ@eLkzkLkxipWhyKPPEUHPDP@@","c1ccc2c(CNCc3ccc4c(c3)CCO4)c[nH]c2c1"
"decoy_3230","0.247933","0.28698","0.566301","0.564462","0.318201","0.324324","-4.136","dgHPLG^@HTHReumepcneijZh@@","O=C(Cc1cscn1)NC1=NCCS1"
"decoy_3231","0.299451","0.327486","0.499409","0.499126","0.472613","0.414762","-6.024","fhiqb@LV}A@PAFRRFJIIIHf}YruUUUSP@@","O=C1CCN(S(=O)(=O)C2CCNCC2)CCN1"
"decoy_3232","0.329541","0.229582","0.683086","0.386102","0.423044","0.284364","-6.046","fnk``@M@]dbbdTVRZRTRUIJmhuVtEQEET@DQAB@@","c1ccc(CCOc2ccc3c(c2)CC[C@@]2(CCNC2)O3)cc1"
"decoy_3233","0.238652","0.221908","0.513535","0.418582","0.328814","0.292074","-5.65","fj}qB@LRbH@QdbbRTQtTRbwEASdmA@q@@@@@@@","O=C(CSc1ccccn1)Nc1cccc2ncccc12"
"decoy_3234","0.262256","0.166027","0.53163","0.331145","0.329822","0.225515","-5.115","ffsI@@DD]TBSJ{Jv{JtYhsoEjuSMLm@ATP|`@","O=C1CCC(c2ccc3c(c2)=C[C@@H](c2ccncc2)N=3)=NN1"
"decoy_3235","0.232595","0.253651","0.408317","0.396587","0.308447","0.318401","-5.892","fhyq@@JRLAJUvUyTeIJ|Fjjj`@h`q@@","c1ccc(N2CC[C@H](N3CCOCC3)C2)nc1"
"decoy_3236","0.185399","0.188518","0.450115","0.405954","0.268617","0.243957","-4.727","f`iP`@DX@yIeUWYRTEIwfj@JZP`@@","O=c1[nH]c2ccc(Cc3ccoc3)cc2[nH]1"
"decoy_3237","0.231005","0.270332","0.564744","0.57498","0.345705","0.368156","-4.469","dg|``Dpj@HRY[vUIcmij`@`@@","S=C1N=NCN1NCc1ccccc1"
