"Compound","Tanimoto_SC_ref0_DB","Tanimoto_SC_ref1_DB","Tversky_SC_ref0_DB","Tversky_SC_ref1_DB","Carbó_SC_ref0_DB","Carbó_SC_ref1_DB","DockingScore","Structure of SMILES [idcode]","SMILES"
"decoy_2454","0.481855","0.384224","0.767711","0.639734","0.599279","0.501382","-5.508","fbmhb@NZ]yKE@BLdTReRfbbRaJAsEMRmSTuUR@@","O=C(NCC(=O)N1CCCn2ncnc21)c1cccs1"
"decoy_2461","0.561332","0.491655","0.767597","0.742082","0.612945","0.546987","-8.906","dg}D`Nmc@HrQQJVIJEVwTkUST@@","O=C1CN(C(=O)c2cccs2)CCN1"
"decoy_2463","0.433076","0.380751","0.665781","0.676012","0.566365","0.516572","-8.951","fdeQ`@DZAQrSJvnkKQdeAbuP@USTH@@","O=C1COc2cc(NCc3ccco3)ccc2N1"
"decoy_2464","0.426744","0.394984","0.750909","0.767964","0.516524","0.485161","-9.44","fagQ@@OAAdTTTVRbfRQfRhqUoASeoVfjjZZ`@j`fHqRUiCD@","O=C1/C(=C/c2cn[nH]c2)C[C@H]2[C@H]1CC[C@H]1c3ccccc3CC[C@@H]12"
"decoy_2465","0.346408","0.326449","0.663603","0.666853","0.411949","0.399623","-4.927","fhyP`@DNAQIefUWeUcN|EjjjjjjIaDfhY@@","O=C(N[C@H]1C[C@@H]2CC[C@H](C1)N2)[C@H]1CCCCO1"
"decoy_2468","0.389032","0.347801","0.643215","0.611118","0.457672","0.41892","-6.561","fhiPb@LN``@QddaTRRbrrk^BmPP@@@@@","O=S(=O)(NCc1cccnc1)c1ccccc1"
"decoy_2470","0.296089","0.338886","0.609348","0.709492","0.353943","0.411066","-3.713","fduQ@@DTAdTRbbRbaQdjpW^CEjjjjjjifHR\`izAP@","O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)[C@@H]1CCCN1"
"decoy_2474","0.499104","0.492763","0.756506","0.791032","0.640204","0.625451","-9.128","fj}q@@DLxAIeWYWVUhpuleZeh@J@B@@@","O=c1cc(Nc2ccc(Cc3ccccc3)cc2)nc[nH]1"
"decoy_2479","0.576929","0.488892","0.889208","0.869693","0.580715","0.521932","-7.066","dev@`L@HrQQPiEPsSUTtH`@","[H]/N=C1\C=C2CCCC[C@@H]2S1"
"decoy_2480","0.594854","0.419382","0.827005","0.730675","0.632161","0.471521","-6.738","fduq@@OAbAJYYyyyIPVg^CF`h@BBXH@@","c1cc2c(c(-c3ccnc4[nH]ncc34)c1)OCC2"
"decoy_2485","0.29531","0.277415","0.615117","0.579778","0.357875","0.34456","-4.41","f`qp`@DTlCrSJlrjf}YsUUUUUPX`@","O=C(CN1CCOCC1)NC[C@H]1CCNC1"
"decoy_2487","0.610944","0.497944","0.835287","0.808141","0.629692","0.543596","-5.94","dco@PAePBFBDigvWJWZYiih@@","c1csc(CSc2nc[nH]n2)c1"
"decoy_2490","0.492988","0.44526","0.700066","0.720172","0.559395","0.513648","-3.567","foAQ@@DT@drsJkjlYsT@@@@@@","O=C(Nc1ccccc1)c1ccccn1"
"decoy_2494","0.533651","0.543288","0.764689","0.832839","0.581067","0.603195","-6.611","dmL`@@rUrQQIPjfePHIX`@","c1cnc(-c2cn[nH]c2)nc1"
"decoy_2498","0.389816","0.354383","0.654346","0.591327","0.463389","0.428102","-5.319","fhipb@LZ}A@@cIIBhdeEeeV|EZ``@@@@@","O=S(=O)(NCc1cnccn1)c1ccccc1"
"decoy_2499","0.259887","0.288528","0.548665","0.615133","0.29851","0.334736","-6.859","fdeP`@DVAKHhhiDlmBdQfcAbuUSUUUTEH@","O=C1CC2(CCCC2)C(=O)N1C[C@H]1CCCCN1"
"decoy_2502","0.386845","0.361305","0.601759","0.576719","0.42315","0.40346","-6.133","dcmH@HXLbbbTJULnuS@A@@@","ON1CNC=C1c1ccccc1"
"decoy_2505","0.381154","0.286573","0.63515","0.517911","0.474","0.381664","-6.509","fdy`R@MLxip@cIEDiTidhdR`XuJuMTuH@@","O=C(COC(=O)c1cccs1)NCc1ccco1"
"decoy_2506","0.361304","0.307613","0.572864","0.580244","0.463197","0.40537","-6.812","foAQ@@DR@drsJkjlYsT@@@@@@","O=C(Nc1ccccc1)c1cccnc1"
"decoy_2510","0.523379","0.465738","0.72972","0.684828","0.543279","0.486392","-6.47","foAQb@DXXKP@aIeY}eirsfjYZZd@@","O=C1NC(=S)NC(=O)C1=Cc1ccco1"
"decoy_2512","0.521601","0.450658","0.820204","0.842389","0.574715","0.522717","-5.589","f`iP`@CN@sIEDhblheQ`iN}PTASSD@@","c1cc(Cc2ccc3c(c2)OCCO3)n[nH]1"
"decoy_2513","0.324146","0.293921","0.654566","0.657036","0.388999","0.363204","-4.967","fhyQ@@DZAdTRbbRbJteZmxKUUUUUT`dx`@","O=C(N[C@@H]1CC[N@@]2CCCC[C@H]12)C1CCCC1"
"decoy_2514","0.343038","0.376895","0.666594","0.657959","0.463244","0.495448","-8.795","fbmqb@L^SAFPAFRREQQIIZEKSkAbeZ`@@HiB@@","O=c1[nH]c2ccc(NS(=O)(=O)c3ccccc3)cc2[nH]1"
"decoy_2516","0.361366","0.314807","0.541539","0.550873","0.452033","0.398611","-4.953","foAq@@DTdAIefUWUXsfh@@@@@@","O=C(Nc1ccccc1)c1cccnn1"
"decoy_2519","0.359614","0.330098","0.63216","0.548898","0.43584","0.405005","-6.17","fhiHb@LZLFB@AFRREQIJKKJmxJuA@@@@@@","O=S(=O)(NCc1ncncn1)c1ccccc1"
"decoy_2520","0.326456","0.292202","0.674417","0.672773","0.379208","0.354296","-4.113","fdeQ@@DZAdTRbbRbVQT{U`qZjjjjjiAIq@@","O=C(N[C@@H]1CC[N@@]2CCCC[C@H]12)C1CCCCC1"
"decoy_2521","0.54238","0.462534","0.845895","0.861416","0.614282","0.541133","-8.256","f`iP`@G^@sIEDhblheQ`iN}PTATmD@@","c1cc2c(cc1Cc1cn[nH]c1)OCCO2"
"decoy_2525","0.444147","0.388567","0.703024","0.713527","0.53286","0.492565","-9.472","fb}Q@@DZ@drsJwnkPRkN|gKTEAPmKEHINH@","O=C1N[C@@H]([C@H]2C=c3ccccc3=N2)Cc2ccccc21"
"decoy_2526","0.445543","0.327781","0.625581","0.57257","0.516566","0.410521","-6.079","foAH@@@PIsIDhdThdjLlxBBX@@ACd@","C(=N/Nc1cccnn1)\c1ccccc1"
"decoy_2529","0.502263","0.438349","0.809937","0.836529","0.571618","0.515162","-5.114","f`q``@D@Ldrrj}lmN|u@aDtHHL`","O=C(N/C=C/c1ccco1)c1ccccc1"
"decoy_2530","0.477475","0.40798","0.718654","0.691968","0.594064","0.53081","-9.025","fhyQ@@DX@drjkljR`i^BuPAP@@@@@","O=c1[nH]c2ccc(Cc3ccccc3)cc2[nH]1"
"decoy_2531","0.225857","0.308095","0.479756","0.583276","0.281256","0.362738","-6.02","dk|`@@acRe^VwBF]MijjjhlUKiL@","C1=C[C@H]([C@@H]2NC[C@H]3CNC[C@H]32)N=N1"
"decoy_2537","0.476305","0.359521","0.663744","0.610526","0.523225","0.419","-5.848","foAH@@@XYqJYWvUirs``a`@@DNP","C(=N/Nc1cnccn1)\c1ccccc1"
"decoy_2538","0.562334","0.370029","0.756329","0.651172","0.653532","0.462464","-6.471","fhiP`@DDAIIeVY]xsoAZjA`bb@@","O=C(Cc1ccccc1)NNC(=O)CC1CC1"
"decoy_2543","0.390477","0.36999","0.600317","0.561324","0.419399","0.420067","-7.173","fgAHB@L\EH@QdbbafVTHrRcVijZZfhHP@","[H]/N=C1\C=C[C@@H](c2n[nH]c(C3CC3)n2)S1"
"decoy_2544","0.476254","0.355945","0.688755","0.633823","0.523512","0.413175","-6.29","fluH@@@XhqJYVuWmZ\uZJP``P`@@@PE@","C(=N/Nc1ncnc2ccccc12)\c1ccccc1"
"decoy_2546","0.484367","0.407039","0.716882","0.711879","0.509673","0.466108","-5.043","foQQ@@B\AdbTRRLRUF\EYuMUP@RXQJIb@@","C1=C[C@@H](c2ccccc2)[C@@H]2C=NN[C@@H]2O1"
"decoy_2550","0.438778","0.372666","0.6891","0.620385","0.502199","0.449929","-6.739","ffsHb@LZMZIPAFRJIJJIIQVI[fcVCGMZBBddJAB`@@","O=c1cc(CSc2ncnc3[nH]ncc23)c2ccccc2o1"
"decoy_2551","0.487139","0.414017","0.815974","0.828004","0.559878","0.492455","-5.37","dg}H@DpLbbbRTJWB]mUUUU@@","O=C(NC1CCCCC1)N1CCCC1"
"decoy_2552","0.487612","0.508476","0.749813","0.726169","0.515673","0.543308","-5.441","det`@@`YRe^WBFVfZjcH@","C1=C[C@@H](C2=CNNC2)N=N1"
"decoy_2554","0.514445","0.39387","0.720387","0.671573","0.601569","0.493822","-6.979","fluH@@@PIsIDhddddXdjLtZJPHHDH@@@Pe@","C(=N/Nc1nncc2ccccc12)\c1ccccc1"
"decoy_2555","0.404342","0.388126","0.743184","0.73559","0.518562","0.503544","-3.693","fdyaa@MPPh@QpHrRPiYJYQITXFJuUSUUUBb@@","O=C(CS[C@H]1CCS(=O)(=O)C1)NC1CCCCC1"
"decoy_2558","0.437016","0.367987","0.708627","0.722391","0.50204","0.442987","-5.641","dmND@LADfUmRjUZjjj@@","O=C1NCC2(CCCCC2)O1"
"decoy_2562","0.478965","0.446267","0.647668","0.672722","0.549605","0.514057","-4.011","foAq@@DTTAIefUWUXsfh@@@@@@","O=C(Nc1ccccc1)c1cnccn1"
"decoy_2566","0.280094","0.247271","0.444696","0.460938","0.375754","0.344815","-7.058","fhyHB@LDxh@QdbbRTLRTsNF|xMMT@@@`@@","c1cnc2c(CSc3ncn[nH]3)cccc2c1"
"decoy_2570","0.569205","0.399953","0.853168","0.771056","0.708271","0.541136","-6.206","fdeQ@@DDAdTRdRRUbRdjV`qZjfj@BaFIJPy@","O=C(N/N=C/c1ccccc1)[C@]12CC[C@H](CC1)C2"
"decoy_2579","0.355102","0.266631","0.596791","0.482388","0.416517","0.332835","-7.593","fluq`BDZbArXrglbbTTTRRbsuztWAZ`@`HRB@@","O=C(Nc1cc[n+]([O-])cc1)c1cncc2occc12"
"decoy_2582","0.485914","0.4178","0.833995","0.85572","0.584986","0.522679","-4.658","f`qa`@D@hiIefUWUV]yjjjjjhX`@","O=C(NC1CCCCCC1)[C@@H]1COCCO1"
"decoy_2583","0.506303","0.435215","0.840882","0.834246","0.61234","0.529926","-7.44","dcmH@JdDifUT]eZBPhD@@","c1ccc(Oc2ccn[nH]2)cc1"
"decoy_2586","0.570816","0.462687","0.77687","0.749345","0.592132","0.500392","-5.812","dk]D`FV]@HRf_f[JTzYjYj@@","O=C1CNC(=O)N1Cc1cccs1"
"decoy_2589","0.36411","0.401953","0.64322","0.675507","0.425555","0.46908","-5.29","fdeHa@LRUjB@A@`cIIBhhddTdkQkAbmTru@D@@@","O=S(=O)(Nc1nc2ccccc2s1)c1cn[nH]c1"
"decoy_2590","0.339779","0.307646","0.680059","0.681589","0.400961","0.370255","-5.136","fhyQ@@DZ@drsJrzivk^BuUUUUUHINH@","O=C(N[C@@H]1CC[N@@]2CCC[C@H]12)C1CCCCC1"
"decoy_2596","0.445787","0.415103","0.716997","0.631563","0.496131","0.466081","-6.849","fdyH`@DDEHBlbbTRRbLrTcAbuA@p@@@@@","O=C(NNC(=O)c1cncnc1)c1ccccc1"
"decoy_2598","0.449322","0.395883","0.673974","0.609288","0.490174","0.455402","-6.569","foQq@@HDtAJUvYWpRVkNjjZjVZFD@","c1ccc2c(c1)=NCC=2C[C@H]1NCON1"
"decoy_2600","0.15909","0.157315","0.312566","0.30181","0.214736","0.214355","-4.816","dg}D@NdFrQQIEQITqwUUP@QDH@","c1ccc(NC[C@H]2COCCO2)nc1"
"decoy_2602","0.261711","0.245944","0.548924","0.519599","0.32801","0.319931","-2.723","f`qq@@DT\AIeYeU}Nmyjjjjj`@@","O=C(CN1CCCCC1)NC1CCNCC1"
"decoy_2604","0.479865","0.419929","0.780198","0.696645","0.527804","0.47736","-3.848","flupb@LBcA@@cIIBhhddilmNlFJUj@@@b``@@","O=S(=O)(Nc1ccccn1)c1ccc2c(c1)CCN2"
"decoy_2607","0.342569","0.32597","0.63503","0.645687","0.385147","0.385044","-4.575","foAP`@DJAQIefUWUXsfjjjjjFH@","O=C(NC1CCCCC1)[C@@H]1CNCCO1"
"decoy_2610","0.57407","0.436516","0.834412","0.716678","0.615387","0.48395","-7.789","ffcp`@DDhAVQQJIIQPqIIZQhesUjBA`@@@@@@","O=C(NNC(=O)c1ccc2ccccc2n1)c1ccccc1"
"decoy_2616","0.490624","0.442395","0.785958","0.72463","0.538345","0.493591","-7.868","ffcp`@DDDARSKJloJkrMDnZmPPL@@@@@@@","O=C(NNC(=O)c1cnc2ccccc2c1)c1ccccc1"
"decoy_2617","0.15047","0.145954","0.319191","0.305868","0.21005","0.207867","-5.932","fdeP`@NN@sIEDdUEDhcQegAcUUP@@DDHH@","c1ccc2c(NC[C@H]3COCCO3)ccnc2c1"
"decoy_2619","0.311654","0.297356","0.661936","0.633821","0.407867","0.389027","-4.539","fhiQb@NZ`bP@cIIBeeLhdjL|EZjfjjjED@","O=C(CN1CCCCC1)N[C@H]1CCS(=O)(=O)C1"
"decoy_2620","0.533612","0.454958","0.855508","0.872149","0.612307","0.537102","-8.24","fhyP`@OA@sIEDhedUDfRDkpZB`biZH@@","c1cc2c(cc1Cc1cn[nH]c1)OCCCO2"
"decoy_2626","0.481147","0.407515","0.822954","0.82927","0.518919","0.470831","-3.499","fbma`@D@|gHhdhhddmBeiu`iruP@@DUA@@@","O=C(Cc1ccc2c(c1)OCCO2)Nc1ccccc1"
"decoy_2628","0.3293","0.340654","0.636847","0.636106","0.477712","0.489867","-8.417","fj}q`@DXtAblbbRVRfbbTQIPL\eZijZjjjkEHZN`@","O=C1NC(=O)[C@@H](CCC(=O)N2CCC[C@H]3CCCC[C@H]32)N1"
"decoy_2629","0.430362","0.384075","0.690705","0.694418","0.497337","0.464322","-5.928","dmO@@@aDi]e\JUZh@D@@","c1ccc(-c2cnn[nH]2)cc1"
"decoy_2630","0.344917","0.324368","0.608211","0.535761","0.467029","0.444939","-8.867","fb}iB@F\EyNPAFRJIQYFIJYHeAR\FJZAHH@bfB@@","O=c1[nH]c2ccc(Nc3ncnc4ccsc34)cc2[nH]1"
"decoy_2631","0.207653","0.310489","0.419712","0.71761","0.246769","0.360029","-4.536","foAa@@N@rQQIEJIJcKNjjj@BHPP@","c1ccc(CNC[C@H]2CCCCO2)cc1"
"decoy_2633","0.285358","0.270433","0.684669","0.619532","0.381656","0.363547","-2.134","fbmQb@AF`aP@cIIBedihddeQcoIrmUTuUUUDhmIt|`@","O=C(NC[C@H]1CCS(=O)(=O)C1)[C@H]1C[C@H]2CCCC[C@H]2N1"
"decoy_2634","0.361596","0.309944","0.791032","0.782977","0.416636","0.376086","-3.565","fnsP`@JV@GIDeeEDdTdhdbTtZkZj`HJj@B@@@","c1ccc(OCCNCc2ccccc2N2CCOCC2)cc1"
"decoy_2636","0.515956","0.492978","0.739535","0.747491","0.54448","0.52941","-6.99","dmL`@@jURfV]hYTHIFH@@","c1cc(-c2cn[nH]c2)ncn1"
"decoy_2638","0.538051","0.441762","0.793602","0.801957","0.629682","0.546721","-5.075","fdyQ@@DX@drljoZjLFKUAA@@@@@","O=C(NCCc1ccccc1)Nc1ccccc1"
"decoy_2639","0.296939","0.319143","0.525839","0.582923","0.410086","0.400997","-7.464","fbmq`@DTdCrTfVUYwmYF\ENVhH@@bhH@@","O=C(NCc1ccc2c(c1)OCCO2)c1cnccn1"
"decoy_2640","0.288763","0.311787","0.574786","0.585374","0.405951","0.431143","-7.447","ffcqb@IAJKMPAFRJIIQFYKQJKbg^RV``Xjjidh@@","O=C1NC(=O)C2(CCN(C(=O)CSc3ccccc3)CC2)N1"
"decoy_2642","0.583076","0.407312","0.837721","0.745537","0.695307","0.534372","-6.171","fbmP`@DDASHheDddeDdbJW`iruRu@@@@@`r@","O=C(N/N=C/c1ccccc1)c1cc2ccccc2o1"
"decoy_2644","0.577322","0.492707","0.868949","0.883648","0.63181","0.557429","-7.916","foQQ@@KN@eLkzrxipUgTDATmD@@","c1cc2c(cc1Cc1cn[nH]c1)CCO2"
"decoy_2645","0.122836","0.120768","0.310886","0.299953","0.206143","0.194773","-4.237","fb}Q`@F^@ivRJKYQQIHqKECVlyNZYjjjjjjIrBQeY@@","c1coc(CN[C@@H]2C[C@@H](N3CCCC3)[C@@H]3OC[C@H]2O3)c1"
"decoy_2652","0.365292","0.336297","0.625438","0.612352","0.387201","0.375364","-5.011","fhiq@@DTBAIeYUg]UoAZhH@@@@@","O=C(CNc1ccncc1)Nc1ccccc1"
"decoy_2657","0.43807","0.455467","0.791463","0.750329","0.50065","0.523999","-7.904","fj}yB@LDYIQkB@DYHhdeLdbeDdsfcYKSTsUL@D`HV`","C(=N/Nc1nc(SCc2nnco2)n[nH]1)\c1ccccc1"
"decoy_2659","0.335069","0.30424","0.54007","0.520414","0.414139","0.370841","-5.246","dk]D`LVD@HrRPjJIDYtujB`H@@","O=S(=O)(NC1CC1)c1cccnc1"
"decoy_2661","0.551934","0.452343","0.848064","0.846181","0.663709","0.574932","-9.064","f`iaB@K^@DISOrmobbmV]SL@ESD@@","O=C1Cc2cc(Cc3cccs3)ccc2N1"
"decoy_2677","0.268445","0.204082","0.494011","0.385266","0.362612","0.296794","-7.338","fbmi@@DRu{HLbbTTRTRtQRgVbgKT@A@TJD@@","O=C(Nc1ccccc1-n1cncn1)c1cccnc1"
"decoy_2679","0.15131","0.148037","0.330094","0.311148","0.223004","0.212358","-4.766","dg}H@FdDigue\h{jjh@HbD@","c1ccc(CNC[C@H]2CCCO2)nc1"
"decoy_2684","0.669409","0.574788","0.922128","0.910916","0.771643","0.698776","-9.179","dmMH@DxDfVUzzUZ`PH@@","O=c1[nH]cnc2ccccc12"
"decoy_2685","0.464126","0.413399","0.808952","0.736269","0.541434","0.495872","-6.144","fjmp`@DXH@RSJkOLjnGJRmUSP@@@@@@","O=C(NCCc1ccccc1)NNC(=O)c1ccccc1"
"decoy_2688","0.256865","0.245037","0.611779","0.563903","0.330396","0.313152","-2.939","ffsp`@DTTBRSKOvmJltyGJRijuUSUUUUUDq@rJS@@","O=C(C[C@@H]1NCCNC1=O)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2"
"decoy_2690","0.41231","0.394017","0.706808","0.729522","0.421982","0.41246","-7.09","foQP@@@LRYVvUzLejsfjjB@h`Q@@","[H]/N=C1/CC[N@]2CCc3ccccc3[C@@H]2C1"
"decoy_2698","0.469405","0.377272","0.874692","0.742652","0.548341","0.471918","-4.944","fdyH`@DXtXDTfUeU{UQ`qZjjjjj`@@","O=C(NCCN1CCOCC1)NC1CCNCC1"
"decoy_2701","0.648192","0.544231","0.861998","0.878285","0.740779","0.642855","-9.325","f`iqA@ARUX@PpHRf_Y[[EEZ]zfZZijh@@","O=c1[nH]nc(SCc2cccs2)n1C1CC1"
"decoy_2703","0.33885","0.321369","0.754882","0.769411","0.455287","0.443566","-6.709","ffcp`@DXlCVQQIQIJKIFIIUg^KUjjjjjjjj@d@","O=C(NC[C@H]1CCCO1)NC1CCN(C2CCCCC2)CC1"
"decoy_2704","0.60554","0.504478","0.832769","0.823501","0.710411","0.616813","-7.07","dk]H@DHDfUvUimMjV@B@@","O=c1ccc(-c2ccccc2)n[nH]1"
"decoy_2713","0.513217","0.427059","0.808331","0.799733","0.597425","0.486289","-6.468","diW@@@sdieZa[``hD@@","c1cnc2[nH]cnc2c1"
"decoy_2715","0.561909","0.420189","0.851156","0.738489","0.632422","0.509585","-5.74","ffcQ`@DTADjSJrj}kZjLEIZmTDD@DUA@@@","O=C(CNCc1ccc2c(c1)OCCO2)Nc1ccccc1"
"decoy_2716","0.345161","0.307701","0.620785","0.618768","0.425851","0.396709","-4.933","fj}Qb@BJqsp@cIEEdihdmCDbTL{IZZfjjZjjPrBP@","O=C(N[C@@H]1CCCC[C@H]1N1C(=O)CSC1=O)C1CCCC1"
"decoy_2717","0.505023","0.447756","0.849179","0.851229","0.56833","0.514076","-7.151","dmM@`Nd@aJUvWBeZVff`@","c1cc(Cc2ccsc2)n[nH]1"
"decoy_2720","0.45603","0.402822","0.774103","0.734272","0.549063","0.504439","-8.119","gOuHEf@aIeSVjX@","O=C1CNC(=S)N1"
"decoy_2721","0.459295","0.396962","0.734308","0.723644","0.536451","0.449845","-6.081","diT`@@rnRfUjEnBB`P@","c1ncc2nc[nH]c2n1"
"decoy_2722","0.281337","0.264353","0.642273","0.60548","0.358451","0.349388","-5.181","fluPb@L^``@QddaTTRRVdngV}EJuUUUUUTJH@","O=S(=O)(N[C@H]1CCNC2(CCC2)C1)C1CCCCC1"
"decoy_2723","0.343577","0.312512","0.543976","0.568325","0.422649","0.401292","-5.452","fluPa@@iYp@QxHrQQJUQIYQHeCVbfiV`@jjFCd@","O=C(Oc1ccc([C@H]2NN=CS2)cc1)c1cccs1"
"decoy_2727","0.55485","0.460553","0.868851","0.875062","0.617898","0.538401","-7.009","dk]H@MLDieV]y]NjjfZ`@","c1n[nH]cc1COC1CCCCC1"
"decoy_2731","0.510866","0.448961","0.787269","0.813021","0.542862","0.486406","-6.686","dk]D@DXCRYfUVSWVjfji@@","O=C(c1ccc[nH]1)N1CCOCC1"
"decoy_2732","0.480454","0.427666","0.686427","0.649742","0.514741","0.472759","-8.323","fhyq@@A^BAIfYUUvQmN|EjPXIFb@@","O=C(c1ccccc1)c1cnc2n[nH]cc2c1"
"decoy_2733","0.517523","0.427868","0.790065","0.793753","0.627805","0.55449","-7.722","dg~L@LANRYWVUJcmjj`@bBP@","O=C1NC[C@H](COc2ccccc2)O1"
"decoy_2739","0.46224","0.393818","0.791103","0.809338","0.49897","0.439974","-5.315","foAQB@JBx@HRe]meRTlzjijjj@@","O=C(NC1CCCCC1)N1CCSCC1"
"decoy_2745","0.396827","0.344699","0.692284","0.661793","0.477475","0.426323","-5.355","fdy`b@LPP@HrRPjIIKSIJLFJuAA@@@@@","O=S(=O)(NCCc1ccccc1)c1ccccc1"
"decoy_2746","0.598412","0.510561","0.86096","0.870304","0.611787","0.544911","-7.775","foQQ@@LLAdbbReTRUALyYuLsP@TPD`@","C1=C[C@H](c2ccccc2)c2c[nH]nc2O1"
"decoy_2750","0.296734","0.273514","0.540711","0.534116","0.355426","0.33714","-6.16","fbua`@M@PkHheDdhceDeHr\mPPLT@@@@@","O=C(COC(=O)c1ccccc1)NCc1ccccc1"
"decoy_2753","0.575061","0.413959","0.823077","0.744604","0.701541","0.543677","-6.736","fhiQ@@DD@drrj}kKW`mPHP@@@`r@","O=C(N/N=C/c1ccccc1)c1ccccc1"
"decoy_2756","0.436336","0.359519","0.823168","0.809357","0.480657","0.423185","-4.575","fdeQ@@DX@dsJljj|DzO`mUUUUUTcdE@@","O=C(NC1CCCCC1)N1C[C@@H]2CCCC[C@H]2C1"
"decoy_2757","0.331779","0.29625","0.627167","0.529679","0.437047","0.392601","-7.357","ffsx@@@XisUgYHhdihdeThdjBtZsbuBBbZZ`@F@@@","c1ccc(Cn2cc(Nc3ncnc4cn[nH]c34)cn2)cc1"
"decoy_2759","0.364749","0.325786","0.677431","0.646331","0.448843","0.411644","-5.014","fj}Pb@LY``@QddaTRRVfRfRcAcdjuAA@@UA@@@","O=S(=O)(NCCc1ccc2c(c1)CCN2)c1ccccc1"
"decoy_2767","0.395195","0.37589","0.722696","0.664082","0.437267","0.405828","-6.066","diT`@@rnRfUjEnfYj`@","C1=Nc2nc[nH]c2CN1"
"decoy_2773","0.403439","0.360976","0.644058","0.64477","0.471797","0.434827","-4.12","foQQ@@DTAdTRbbRbleZmYsUUUUUDpbSbm@@","O=C(N[C@@H]1C[C@@H]2CC[C@H]1C2)[C@H]1CCCN1"
"decoy_2774","0.499912","0.413981","0.804397","0.810854","0.572473","0.502868","-4.3","f`q``@D@tdrljsjkN|uHPRTHHD`","O=C(/C=C/c1ccco1)Nc1ccccc1"
"decoy_2782","0.602953","0.445826","0.833309","0.720432","0.616372","0.470201","-6.858","fgAH@@@XYKIEDeChePSNFlDEERc@@@","c1cnc2[nH]nc(-n3cccc3)c2c1"
"decoy_2783","0.493627","0.413761","0.713336","0.714994","0.535773","0.478854","-6.059","fbmq@@DDhCHheDddeDdbJW`iruTkTB`TPqHL`","O=C(N/N=C/c1ccccc1)[C@@H]1C=c2ccccc2=N1"
"decoy_2787","0.40686","0.322368","0.813416","0.697249","0.484044","0.401016","-2.294","fbmp`@DTTCNQQJIIIJIIDToASejjjjjjjqaBdd@","O=C(NCCN1CCOCC1)[C@H]1C[C@H]2CCCC[C@H]2N1"
"decoy_2789","0.344905","0.30099","0.749138","0.762027","0.456579","0.414966","-5.091","dcnH@JAJUvUpevjh@HcD@","c1ccc(N[C@H]2CCOC2)cc1"
"decoy_2791","0.359277","0.317356","0.736114","0.716681","0.430698","0.386403","-3.27","fnkP`@MN@sIEDhbldeDddjLEJJZmhJ@jjj@H@@@","c1ccc2c(c1)CN(CCNCc1ccc3c(c1)OCCO3)C2"
"decoy_2792","0.448433","0.377575","0.825931","0.842695","0.562822","0.495537","-3.63","flma@@D@RYYiUWgWkA]ErVjjjjjjkAiYN`@","O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CCCCC1"
"decoy_2793","0.426982","0.367872","0.638424","0.618097","0.590128","0.527842","-8.117","fhyq@@DXBAIeUWYTeAR|Ej`B`@@@@","O=c1[nH]c2ccc(Cc3ccncc3)cc2[nH]1"
"decoy_2794","0.476628","0.36847","0.739483","0.567543","0.567541","0.461997","-6.895","fhiI`@DDhXBkYEDhdeDYeHw`mPPLSP`@@","O=C(NNC(=O)c1ccco1)c1ccncn1"
"decoy_2796","0.27783","0.249634","0.495168","0.442984","0.347955","0.320262","-6.879","fhiI@@DDiHBSKJkvlm^Bu@a@@@BCH","O=C(N/N=C/c1ccccc1)c1cnccn1"
"decoy_2798","0.377834","0.329329","0.738286","0.73563","0.413728","0.366085","-5.685","foAa@@F@RYeV]qZlyhHJJb@@","O=C(CN1CCCCC1)c1ccccc1"
"decoy_280","0.244289","0.219314","0.441872","0.435632","0.300855","0.2756","-7.29","fdeH@@@RlEJYYwvUhpR`q@@BJ@@@@@","c1ccc2c(NCc3cnccn3)ccnc2c1"
"decoy_2801","0.274066","0.304221","0.527699","0.556804","0.332632","0.368657","-5.627","fbmHb@LV|FB@AFRRFIPiYJIIgMFSeZj@B`@`@@","O=S1(=O)CCCN1c1ccc(Nc2ncccn2)cc1"
"decoy_2802","0.352092","0.319008","0.661803","0.646372","0.516052","0.472328","-3.599","flmQ@@DTAdTRbRTaRTPiNCzOdmUUUUUUQLRt\oP@","O=C(NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@H]1CCCN1"
"decoy_2803","0.327064","0.303508","0.610636","0.56639","0.397526","0.391559","-4.026","fa{i@@DTtXhLbbTTRTRrebRrgV|dk^mP@A@TB@D@@@","O=C(Nc1cccnc1-n1cnc2ccccc21)c1ccccn1"
"decoy_2807","0.275314","0.267042","0.571365","0.572919","0.316752","0.313904","-4.598","foAQ@@DZ@dsJljzMYsUUUUT@@","O=C(CC1CCCC1)N1CCCNCC1"
"decoy_2808","0.510054","0.447781","0.742221","0.742056","0.534767","0.488989","-7.928","flmq@@LL|CIEDeJhheDZBYqwhiifZ@@@hHBP@","C1=C[C@H](c2ccnc3ccccc23)c2c[nH]nc2O1"
"decoy_2811","0.470711","0.416677","0.752944","0.723127","0.526999","0.479855","-5.361","fhi`b@LPP@HrRPjIIQYYUoAVhH@@@@@","O=S(=O)(NCc1ccccc1)c1ccccc1"
