"Compound","Tanimoto_SC_ref0_DB","Tanimoto_SC_ref1_DB","Tversky_SC_ref0_DB","Tversky_SC_ref1_DB","Carbó_SC_ref0_DB","Carbó_SC_ref1_DB","DockingScore","Structure of SMILES [idcode]","SMILES"
"decoy_4500","0.270418","0.265663","0.679489","0.63448","0.353476","0.352075","-4.882","flePQ@MA`bR`A@`cIIBeeHThdf\beZjejjjhVP@","O=S1(=O)CCC(S(=O)(=O)NC[C@H]2CCCNC2)CC1"
"decoy_4503","0.434875","0.389911","0.705366","0.705325","0.468188","0.426631","-5.952","dg}H`FVPBDigumlh{ifijj@@","O=C(CNCc1cccs1)NC1CC1"
"decoy_4504","0.466492","0.379928","0.709248","0.613772","0.569058","0.49047","-6.438","fbmIB@LJtZP@cIEEDeL\eDdQ`mIsPRCDp@P@`Z@","O=C(N/N=C/c1ccccc1)c1cc2cncnc2s1"
"decoy_4508","0.439976","0.516962","0.689437","0.763082","0.4629","0.543497","-7.175","foApa@LRUA@@bpQddaTRRaTeV\mTsMM@@@","O=S(=O)(NCc1ccsc1)c1cn[nH]c1"
"decoy_4511","0.433619","0.376372","0.741799","0.665376","0.476446","0.434821","-6.377","fnkH`@DXtDGLbbbRTtRRVaRHqtPijujijB``@h@@@","O=C1NC2(CCCCC2)C(=O)N1Cc1cnc2ccccc2n1"
"decoy_4512","0.490947","0.416832","0.804234","0.814957","0.624682","0.551156","-9.113","f`i``@D@LdrjnliJBd{sU@EUPTMH@","O=C1Cc2cc(C[C@H]3CCCO3)ccc2N1"
"decoy_4513","0.453118","0.38092","0.74764","0.741192","0.578492","0.50222","-7.651","dmOH@JzPRe]eJiVjjZd@@","c1cc(N2CCOCC2)[nH]n1"
"decoy_4515","0.606998","0.507234","0.824489","0.840067","0.726058","0.63093","-8.975","f`ipb@LDYKP@aJYV[YV\MYwjZjejjP@@","O=c1[nH]nc(SCc2ccco2)n1C1CC1"
"decoy_4517","0.312538","0.343095","0.645351","0.645587","0.372909","0.409813","-4.648","foAq@@DR\AIefUWUXsfjjjjjFD@","O=C(NC1CCNCC1)[C@H]1CCCNC1"
"decoy_4518","0.462269","0.389487","0.745928","0.74678","0.527022","0.473955","-8.09","fnkI@@CAjtBTrrrv|npm^reiZtDPAPTbpUCd@@","C1=C[C@@H](c2ccccc2OCc2ccccc2)n2ncnc2N1"
"decoy_4521","0.371735","0.334632","0.716774","0.717456","0.406235","0.385717","-7.916","fhiP`@DT@iIeWUYVcOAZjjh@H@@","O=C1C[N@](CCCOc2ccccc2)CCN1"
"decoy_4522","0.428526","0.375096","0.670859","0.658443","0.539817","0.490357","-5.629","ffcpb@LDdJp@cIEDdhhUMDdcsTTekPPMEHT@H@@","O=C(CSc1nccc(-c2ccco2)n1)Nc1ccccc1"
"decoy_4524","0.471058","0.42806","0.718962","0.74556","0.480783","0.46468","-5.554","fjc`P@D`QKrSKLljwkSfgVcdkTpUARMTLFH@","[H]/N=C1\C[C@@H](c2ccco2)c2c(c3ccccc3oc2=O)O1"
"decoy_4526","0.453024","0.40035","0.726649","0.654355","0.506766","0.458056","-8.387","fbmp`@DTDBvQQJIIIZFIHcEFSejX`a`@@A@b@","O=C1Nc2ccccc2/C1=N/NC(=O)c1ccccc1"
"decoy_4529","0.319602","0.286417","0.591634","0.570261","0.419401","0.38052","-5.487","f`qab@APPh@QddaRrTtRhqwejjfjjaQ@@","O=C(NC[C@H]1CCS(=O)(=O)C1)C1CCCC1"
"decoy_453","0.194831","0.185473","0.394693","0.382317","0.259055","0.247397","-6.676","foAp@@@XxeJnkJdiYp@UP@@@@","c1ccc(CNCc2cncnc2)cc1"
"decoy_4536","0.592625","0.419787","0.840672","0.744391","0.695393","0.543921","-6.789","fbmPP@DDARUdfVUVyUYZCfJVjfhIBbFFIAd@","O=C(N/N=C/c1ccco1)[C@@H]1COc2ccccc2O1"
"decoy_4542","0.418138","0.321632","0.66201","0.58161","0.451533","0.367618","-4.687","fbma`@E@QIIef[]{UgCNSejdFB@@`@@","O=C(Nc1ccccc1)c1cc2ccccc2oc1=O"
"decoy_4544","0.390487","0.430819","0.670887","0.642354","0.463203","0.50033","-4.971","foAHb@LJMZB@AFRREQQIIZ\ZruAHLD@@","O=S(=O)(Nc1cn[nH]c1)c1cccnc1"
"decoy_4545","0.343162","0.316442","0.665632","0.606647","0.414587","0.393369","-5.104","fdy`Q@NPQIP@`PQddaRrdJbRhpLUjjV`@bED@","O=S1(=O)CC[C@H](NS(=O)(=O)Cc2ccccc2)C1"
"decoy_4547","0.433708","0.36678","0.641886","0.645509","0.524002","0.461746","-8.872","fbmI@@DLyhBSJrrrz|m^SGKRuUAHHpAFHd@","O=C(/C=C/c1ccccc1)/N=c1\[nH]nc2ccccn12"
"decoy_4550","0.423845","0.440812","0.734519","0.746402","0.466242","0.494286","-7.774","foQH@@@PXYJWUfUpPucNfjjjikGDJF`@","c1n[nH]cc1CN[C@H]1C[N@]2CC[C@H]1CC2"
"decoy_4552","0.345616","0.411567","0.613928","0.644476","0.44936","0.509259","-4.543","fleH`@DTehBlbbTRRbNbRdZJVhHFH@@@@","O=C(CNC(=O)c1cnccn1)Nc1ccccc1"
"decoy_4553","0.269255","0.303819","0.613806","0.6525","0.346849","0.383271","-4.878","fdyQb@IF``P@cIIBeideDeQ`XkUSUUUTJH@","O=C(NCCN1CCCCC1)[C@H]1CCS(=O)(=O)C1"
"decoy_4555","0.308811","0.274667","0.521525","0.493536","0.401037","0.358406","-5.88","foAPa@MN``@QPHrRPqIHqHTkNViZiiPPY@","O=S(=O)(/C=C/c1cnc[nH]1)c1cccs1"
"decoy_4556","0.348122","0.373208","0.671498","0.689245","0.404902","0.426416","-6.267","f`qq@@DLTAIfUWmQJ]yjjjjj`@@","O=C(CNC1CCCCC1)N1CCNCC1"
"decoy_4563","0.595629","0.478765","0.787308","0.784193","0.671166","0.562182","-7.313","dk_@@@bdiWVUpmNZj@A@@","c1ccc(CNc2ccn[nH]2)cc1"
"decoy_4564","0.381464","0.342902","0.71252","0.686091","0.485957","0.455788","-4.113","fdyab@APPh@QddaRrTrbRYpLUjjfjjh@@","O=C(CC1CCCCC1)NC1CCS(=O)(=O)CC1"
"decoy_4566","0.463786","0.383723","0.802308","0.81382","0.622981","0.542822","-8.782","fhya@@D@RYUWVUIPToAZh@jj``@@","O=C1Cc2cc(CC3CCCCC3)ccc2N1"
"decoy_4569","0.370557","0.329058","0.603474","0.618962","0.441031","0.41172","-6.49","fj}qB@LDxh@PeLsrkoZdY[vRtuPJD@AAABPaU@","O=C1N/C(=N/N=C/c2ccccc2)S[C@@H]1c1ccccc1"
"decoy_4570","0.469109","0.382083","0.785718","0.787067","0.547696","0.481876","-3.87","fhi`b@NRl@HRf_VueqSpZYjYijPPU@","O=C(/C=C/c1ccco1)NCCc1cccs1"
"decoy_4572","0.423489","0.460132","0.670556","0.745515","0.458053","0.494705","-3.955","fjcqB@JZRh@PeLko[JjxipPXyKPPDuKTlU@L@@","O=C(NC1=C[C@@H]2N=CC=C2C=C1)c1ccc2c(c1)SCN2"
"decoy_4573","0.236859","0.220554","0.473687","0.440426","0.292602","0.280686","-7.019","foAq@@DRtAIefUWUXsfhJBbJAD@","O=C(N[C@H]1CCCNC1)c1cccnc1"
"decoy_4574","0.378383","0.410707","0.617328","0.684081","0.494841","0.519831","-8.699","fluQ`@DR@KvQQIQQHkJILehtTmTC@UMP`@@","O=C1CC(=O)Nc2cc(Cc3ccco3)ccc2N1"
"decoy_4576","0.497971","0.500571","0.763702","0.762939","0.547629","0.556733","-8.232","fbmIB@INSdP@cIEDdhchddeqW`isPPLP@Ta@@@","O=C(CSc1ccccc1)Nc1cnc2[nH]ncc2c1"
"decoy_4577","0.493451","0.411819","0.780636","0.766132","0.591266","0.538576","-9.502","fb}``@D@ydTRbbQfRfRhIVg^Sejijj`@jBXeEIZ`@","O=C1C[C@H]2[C@@H](CC[C@H]3c4ccccc4CC[C@@H]32)C(=O)N1"
"decoy_4579","0.168606","0.167406","0.385719","0.373309","0.249195","0.241664","-4.181","fdea`@M@X{IEDhbldheQ`iAcPTAUUTTKH@","c1cc2c(cc1CNC[C@H]1CCCO1)OCCO2"
"decoy_4581","0.510689","0.455915","0.713936","0.718562","0.556526","0.517039","-6.957","fhiPb@NBXh@QdbbTjTtRQJ^CTkTp@P@@","O=C(NNC(=O)c1cccs1)c1ccccc1"
"decoy_4586","0.484601","0.325185","0.724642","0.633191","0.515949","0.371276","-3.852","fhy``@I@EdTTbTqtRUN\UxKUTu@APaBy@@","O=C1C[C@@H]2CC[C@@]1(C(=O)Nc1ccccc1)C2"
"decoy_4588","0.371729","0.409943","0.617289","0.729217","0.418936","0.47438","-6.374","foQq@@DL\AIfYeUDkQkNZjZjjYADI@@","O=C(c1ccc[nH]1)N1CC[C@@H]2CNC[C@@H]21"
"decoy_4589","0.462191","0.411606","0.732753","0.70064","0.512684","0.481856","-4.612","dg~D`La@BLddJbbRtgmkTEAD@@","O=S(=O)(NC1CCC1)c1ccccc1"
"decoy_4590","0.534863","0.456555","0.713376","0.728877","0.602218","0.538534","-8.456","foAqB@LDXH@PeLjJtYYuMRp@PBCH","O=C1CSC(/N=C/c2ccccc2)=NN1"
"decoy_4594","0.64505","0.538764","0.855476","0.873009","0.698525","0.606502","-4.2","foAQ@@D\@drsJkjlYsT@@@@@@","O=C(Nc1ccccn1)c1ccccc1"
"decoy_4596","0.469926","0.426678","0.710619","0.726373","0.524964","0.48227","-4.635","foAPb@LRxx@QdbbQfTRQJV]TluUU@@@","O=C(CN1CCOCC1)Nc1cccs1"
"decoy_460","0.208384","0.243672","0.379585","0.447617","0.262233","0.295974","-5.245","dg|`@@rSRfU~UkclHH`@@@@","c1ccc(NCc2cnccn2)nc1"
"decoy_4604","0.525866","0.435033","0.724234","0.682005","0.555228","0.478315","-5.195","f`qQ`@DXArVQQQIFZIHcG^ZjY`@`@@","O=C(CN1C(=O)CNC1=O)c1ccccc1"
"decoy_4605","0.484351","0.431339","0.714525","0.715141","0.602114","0.542044","-4.265","fbmi@@DTexHDfVYU_yYJLyNVi`dHjVH@@","O=C(Nc1ccccc1)c1ccn(Cn2cccn2)n1"
"decoy_4609","0.618756","0.524089","0.910372","0.900219","0.738751","0.649733","-9.364","deuH`NE`BLdTRbITLuJuR@@","O=c1[nH]cnc2ccsc12"
"decoy_4611","0.436036","0.369719","0.732416","0.755836","0.576205","0.514456","-8.735","fhya`@D@iyIe[UvVcIJ|Ej`@iib@@","O=C1COc2ccc(Cc3ccoc3)cc2N1"
"decoy_4614","0.313855","0.297399","0.645186","0.610717","0.382791","0.36095","-4.276","f`qpb@LDmA@@cIICDdhlmHsoKUUUUUCb@@","O=S(=O)(N[C@H]1CCCNC1)N1CCCCC1"
"decoy_4615","0.518949","0.453967","0.817295","0.845852","0.610728","0.547426","-4.556","foAa`@D@hiIefUWUXsfj`hHbFH@","O=C(Nc1ccccc1)[C@@H]1COCCO1"
"decoy_4617","0.323435","0.346243","0.548836","0.608121","0.417159","0.439204","-6.686","ffcQ`@DX@qrSJnrnkJdhZqZmTl@EP@P@`q@","O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)cc2)N1"
"decoy_4620","0.380926","0.316334","0.587662","0.568225","0.457896","0.392415","-6.532","fleQ`@MN@aVQQJIIQGQIRMEKTDCD@@@@@","O=C(COC(=O)c1ccccc1)Nc1ccccn1"
"decoy_4622","0.284394","0.258843","0.646286","0.605474","0.373001","0.361554","-3.062","fbuq`@DZ|AQlbbTRRbNRbTcIruUTuUUT@@","O=C(CNC(=O)C1CCOCC1)NCCN1CCCC1"
"decoy_4623","0.159518","0.157115","0.360897","0.346156","0.221844","0.22891","-4.644","fdeqB@LBUX@QdbbRtJRbRIS``qhDBjjjJAd@","c1cc2cnc(CNC[C@H]3CCCCO3)nc2s1"
"decoy_4624","0.558351","0.46394","0.795018","0.816037","0.598763","0.521058","-5.461","fhiQ@@DX@drljsnjw`mTD@@@@@@","O=C(NCc1ccccc1)Nc1ccccc1"
"decoy_4626","0.476267","0.41659","0.695517","0.707409","0.553641","0.509208","-8.729","f`ia`@D@hYIe[W[jLdiwfj@BZh`@@","O=C1COc2cc(C(=O)C3CC3)ccc2N1"
"decoy_4627","0.351787","0.333222","0.651705","0.654156","0.410424","0.393645","-4.213","fhiab@EPQH@QddaRrfTRUF^BmUSUUUBb@@","O=C(C[C@H]1CCS(=O)(=O)C1)NC1CCCCC1"
"decoy_4630","0.490742","0.423264","0.770529","0.79405","0.612761","0.54131","-5.145","dg~D`FEPBDigvy\h{ifffi@@","O=C(NCc1cccs1)c1ccco1"
"decoy_4638","0.389388","0.404221","0.616643","0.680289","0.429739","0.458306","-5.111","fluh@@@XhsVRJIQYHiQITEITTaAPmP@D@@@","c1ccc(CNc2cc(-n3cccn3)ncn2)cc1"
"decoy_4639","0.417217","0.321659","0.748053","0.612243","0.5235","0.428166","-9.014","fnkI`@DXUx@iYEEEdhXdidddQc`qSUkUTmUTmKUPl`@","O=C1CN(CC(=O)N2CCC3=c4ccccc4=N[C@H]3C2)C(=O)N1"
"decoy_4640","0.210437","0.201251","0.470732","0.46125","0.256049","0.253282","-4.298","fdyq@@FBtAJY}UVUqPLZjfj`@bDEAd@","C(=N/C[C@H]1CCCO1)\NCCNc1ccccc1"
"decoy_4645","0.461139","0.469223","0.711936","0.721692","0.486513","0.507774","-6.024","fluX@@@XIQ`ldTTRfrQbRisQhi@bJe`@H@@","c1ccc(CNc2ncnc(-n3cccn3)n2)cc1"
"decoy_4646","0.424588","0.357255","0.722709","0.746633","0.567726","0.497839","-8.41","fhy`b@MN|@HRf_e[VqQQgAif@Hih`@@","O=C1COc2ccc(Cc3cccs3)cc2N1"
"decoy_4647","0.290597","0.2693","0.625256","0.571952","0.364547","0.343087","-3.233","fdepb@LJMA@@cIIBhhddlYiqkAbmPTEEQTJH@","O=S(=O)(N[C@H]1CC[N@@](C2CC2)C1)c1cccnc1"
"decoy_4652","0.4572","0.398107","0.691237","0.67952","0.514459","0.45966","-6.906","fj}Q`@DD@jvQQJIIQFYIIRMxNRmPPLSP@@@@","O=C(NNC(=O)c1cc2ccccc2o1)c1ccccc1"
"decoy_4656","0.495707","0.472183","0.709103","0.640434","0.550998","0.530726","-8.565","fgAqB@LDEp@QdbTabaRpPTcVijX@JHHP@","O=C1Nc2ccccc2[C@@]12NN=CS2"
"decoy_4658","0.432183","0.394041","0.766271","0.674812","0.496587","0.459925","-7.494","fnsi@@DDUxHDfVUYw]eYF]zkVhH@@J@@@@@","O=C(NNc1cc(Nc2ccccc2)ncn1)c1ccccc1"
"decoy_4662","0.388618","0.363561","0.647722","0.590972","0.519715","0.491246","-8.006","fdeq`@DXT@sdfUU]nTeARCEj`Bff`P@@","O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1ccco1"
"decoy_4663","0.322447","0.225513","0.557257","0.448706","0.416087","0.316368","-6.924","f`qP`@DB@iIeeV]yF]yjBBbhh\P@","O=C(NC[C@H]1CCCCO1)c1cccnc1"
"decoy_4665","0.448525","0.414644","0.826467","0.726407","0.503848","0.469303","-5.461","fbuq`@DDXBdlbbTVTTqTRVcIruMSTp@PBAh","O=C(/C=C/c1ccccc1)NNC(=O)C(=O)NC1CC1"
"decoy_4667","0.592474","0.488704","0.829939","0.817767","0.711695","0.607328","-4.421","dmMH`LK`BDig{ljUifZj@@","O=C(Nc1nccs1)C1CC1"
"decoy_4668","0.427283","0.385927","0.713497","0.696833","0.476846","0.444455","-5.629","f`qab@LPQH@QddaRbbRRMzsej`hJB`q@@","O=S(=O)(C[C@H]1CCCO1)Nc1ccccc1"
"decoy_4675","0.407297","0.357972","0.693747","0.659285","0.575248","0.515525","-4.458","fbuI@@DXMxBSJjljskhiruUTDEBd@@","O=C(NCCCn1cccn1)NCCc1ccccc1"
