"Compound","Tanimoto_SC_ref0_AB","Tanimoto_SC_ref1_AB","Tversky_SC_ref0_AB","Tversky_SC_ref1_AB","Carbó_SC_ref0_AB","Carbó_SC_ref1_AB","Structure of SMILES [idcode]","SMILES"
"decoy_1667","0.302499","0.364445","0.543796","0.649142","0.386701","0.439453","ek`\H@@DGJ`LbbRRbbbRTVIRbR\bBJrjvNZf`@`Bbh@@`B@b@","O=C(/C=C/c1ccccc1)NCc1cncc2c1CC[N@@](Cc1ccccc1)C2"
"decoy_1668","0.409605","0.480456","0.687688","0.714134","0.487252","0.535881","fluHb@LFlFB@AFRRFJJIIQiJtZtTkUSTuUUHiIP@","O=S(=O)(c1cn[nH]c1)N1CCC[C@@H]1[C@@H]1CCCNC1"
"decoy_1669","0.372633","0.255626","0.645446","0.523535","0.431761","0.345347","foA`a@LPP@HXDYIHUEDdbkUgKUHT@`@@","O=S(=O)(Nc1ccccc1)c1cccs1"
"decoy_167","0.398235","0.300607","0.915064","0.616598","0.449107","0.352236","dk^@`M@HRfYU\]Tz@@@@@@","c1ccc(Sc2ccncc2)cc1"
"decoy_1670","0.354994","0.407544","0.59654","0.637421","0.43135","0.484468","fbmp`@DTbARSKLjovleF\gKUMMUUUUBr@@","O=C(NC1CCCCC1)c1coc([C@H]2CCCNC2)n1"
"decoy_1671","0.441203","0.413333","0.748179","0.682316","0.501998","0.468841","fmwPb@LQ``@QddaTTRTRrjRTRVoNCMZu@@DATp@@@af@","O=S(=O)(Nc1ccccc1CNC/C=C/c1ccccc1)c1ccccc1"
"decoy_1672","0.338515","0.35168","0.569393","0.605615","0.375003","0.39298","fewQb@NB`cp@cIIBdeEEEdlmLeQbmIJNZuUUPLD@APHiFP@","O=C1CN(CCc2ccccc2)[C@H]2CS(=O)(=O)C[C@@H]2N1c1ccccc1"
"decoy_1673","0.260963","0.377266","0.389139","0.562437","0.293505","0.408675","fnkpa@LRZiH@`PQdbbRtRJbbTQqJ\eEIZuJuMMSKMT@@","N=c1ccc2c(CSc3nc4sccc4c(=O)[nH]3)ccoc-2c1"
"decoy_1674","0.409293","0.521355","0.668686","0.770409","0.464023","0.56313","fluPb@LI``@QddaTTRRVaVgV}EJuAPTUQVJPr}@@","O=S(=O)(N[C@@H]1CC[C@H]2CNC[C@@H]2C1)c1ccccc1"
"decoy_1675","0.290366","0.362685","0.607523","0.828347","0.371289","0.456591","feP@@@ErQQQQJIKIFESILEJshaRVhytEDADDT@DIFDQdE@@","C1=C[C@H]2c3ccccc3N[C@@H](c3ccc4[nH]c5ccccc5c4c3)[C@@H]2C1"
"decoy_1676","0.369477","0.398412","0.568596","0.641699","0.425566","0.455344","fj}p`@D\tAbSLrzlzshtRiruSUTDEDP@@","O=C(Nc1ccccc1)C(=O)N1CCC[N@@](C2CC2)CC1"
"decoy_1677","0.381661","0.301706","0.690623","0.649492","0.5331","0.452364","fa{P@@@TrQQQQZIIIZHkTeZHRm{TtD@P@@D@aDe@@","C1=C(c2ccccc2)N[C@H](c2ccccc2)N[C@H]1c1ccccc1"
"decoy_1678","0.302346","0.36374","0.534645","0.692096","0.349902","0.424804","fjci@@LBUYpLdTRabRrrbRIRRcVrVjjA@jjjJDD@","c1nc(NC2CCCCC2)c2ncn([C@@H]3CCCO3)c2n1"
"decoy_1679","0.387418","0.430017","0.641959","0.746223","0.427748","0.476405","fdep`@DDDArSKKNJsbcAbu@pQSTH@@","O=c1[nH]ncc2cccc(NCc3ccco3)c12"
"decoy_168","0.286912","0.278704","0.758567","0.801799","0.399045","0.40311","few@P@@HlwHhdhdeELdedXdip\iJN[Ta@DAPttDpSHD`","O=C(/C=C/c1ccccc1)Oc1ccc2c(c1)OC=C[C@H]2c1ccco1"
"decoy_1680","0.423205","0.443998","0.677589","0.811977","0.474082","0.500612","fjcpB@FRl@HrQQJEQIIJEHeAR]{IZeejiZjj`@@","c1csc(-c2nc3ccccn3c2CN2CCCCC2)c1"
"decoy_1681","0.398367","0.305301","0.658524","0.525471","0.465217","0.369427","fncHA@DXlD@QxHRYVUWvvUTZkVjBBJZ@@@@@","S=C(NCCCNC(=S)Nc1ccccc1)Nc1ccccc1"
"decoy_1682","0.360765","0.412873","0.593857","0.662834","0.419179","0.495961","fbuQ`@ARAjrSJzkZrmFIrtluMP@P@@","O=C1C=CC(=CNNC(=O)COc2ccccc2)C=C1"
"decoy_1683","0.349016","0.430952","0.657608","0.701857","0.44194","0.534397","fcH`@DJrTB\bbbbRRbVRfNTRPiZ}Dj}mTEATTuP@QDIP@","O=C(NCc1ccccc1)[C@H]1CN(C(=O)c2cccnc2)CC12CCNCC2"
"decoy_1684","0.467316","0.330241","0.715487","0.617691","0.564156","0.467588","fa{QB@D}\@HrQQQQJIKWIQIBuJqoM{P@PPQUUTE@R@@","c1ccc2c(c1)C[C@H](OCCN1CCNCC1)c1ccccc1S2"
"decoy_1685","0.33361","0.295171","0.605153","0.559588","0.393242","0.355238","fewH@@@XhkIEDehddmDdcDeSagIrNXPPDDUU@@D@@@","c1ccc(Cc2ccc(Nc3cc(NC4CCCC4)ncn3)cc2)cc1"
"decoy_1686","0.436552","0.368222","0.673071","0.621384","0.497142","0.449271","fluP@@@ZRfUWuYWENRbejifj@A`@@","c1ccc(CNCCC2=c3ccccc3=NC2)cc1"
"decoy_1687","0.368697","0.423583","0.59471","0.716039","0.433888","0.513249","fjcXB@LBdFNPAFRJIKKQIPjIDipUgYKPHEUUTlU@r@@","c1cn(C[C@H]2CCCN(c3ncnc4sccc34)C2)nn1"
"decoy_1688","0.31388","0.381428","0.42709","0.585545","0.309305","0.394691","fhyq@@D\DCHheDeLhTj\UkpZZej@BRCD@","OC1=C2C(=NC=C[C@H]2c2ccccc2)N=CN1"
"decoy_1689","0.386249","0.435406","0.644972","0.673333","0.450503","0.506197","fagh`@DLmehJILmJjsNkyNFb{vVuzuUE@@@@@PPp`@","O=C1Nc2ccccc2[C@@]12Nc1ccccc1-c1nncnc1O2"
"decoy_169","0.389207","0.329315","0.654649","0.527806","0.435941","0.367971","fj}p`@DL|@jSLjsoljKUgYJuUUUUUUP@@","O=C(CN1CCC(N2CCOCC2)CC1)N1CCCCC1"
"decoy_1690","0.481583","0.444198","0.711742","0.734133","0.559224","0.528105","ffcQ@@OI@eLjsj~loEF\VmA@@DUUPTHh@","c1ccc(COc2ccc(CNC[C@H]3CCCN3)cc2)cc1"
"decoy_1691","0.370792","0.411985","0.619074","0.692081","0.369169","0.426291","fluPB@FZ@DISOrnlkbbmQSSMUU@AP@@","c1ccc(CN2CCN(Cc3cccs3)CC2)cc1"
"decoy_1692","0.353534","0.430818","0.598044","0.661836","0.420168","0.504187","fi{pQ@LQSAEg@BJaFRREQIIZEJIJYJLUoQkTDDMPAE@`@@","O=C(CCNS(=O)(=O)c1ccccc1)OCc1ncc2ccsc2n1"
"decoy_1693","0.455383","0.351611","0.804889","0.665214","0.529536","0.432158","ffcP@@@JRiUyU_YTeCNKViZBBJ@B@@@","c1ccc(CCNCc2ccn(Cc3ccccc3)c2)cc1"
"decoy_1694","0.318974","0.428725","0.611291","0.771992","0.391114","0.493488","ec`\D@@DJC@MDfVUv[UiuyhxbjzfFVFvZjjfBBhjjbhcBMSiCP@","O=C(C[C@H]1C(=O)NCCN1Cc1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2"
"decoy_1695","0.30283","0.416017","0.534422","0.710435","0.385013","0.48726","fmwQ`@DAASJSJrkNk}ljjwhsVuPP@ADt@@@@@","O=C(COc1ccccc1)Nc1ccc(NC(=O)Cc2ccccc2)cc1"
"decoy_1696","0.385603","0.325848","0.759657","0.747816","0.466853","0.404482","ffc``@D@tdrljsorjkN|VkTaAIT@@`HD`","O=C(/C=C/c1ccc(-c2ccccc2)o1)Nc1ccccc1"
"decoy_1697","0.40516","0.45483","0.622521","0.732524","0.466039","0.516522","fnspb@FRLHH@aJY}mYfUWELmKVfZZjjZjiai@@","O=C(NCc1cccs1)NC[C@@H](c1ccco1)N1CCCCC1"
"decoy_1698","0.303352","0.262033","0.615616","0.612894","0.404077","0.367236","ekhZ@@@@LJCODiegeW^yeUzAIMG@amec``hB`b`@@@`@@@","c1ccc(N(Nc2cc(N3CCc4ccccc43)ncn2)c2ccccc2)cc1"
"decoy_1699","0.462982","0.257082","0.752934","0.517414","0.519871","0.32803","fj}PA@DX@DLBDfUfUU]uVkArUjijjjjf`@@","S=C(Nc1cc2c(s1)CCCCCC2)NC1CCCCC1"
"decoy_17","0.209717","0.274017","0.502234","0.71066","0.301746","0.374179","fewPA@FR@DPBDiUiieYU]_MsLm^cjjjjjjjjjh@@","C1CCC(CSSCC2(N3CCCC3)CCCCC2)(N2CCCC2)CC1"
"decoy_170","0.332005","0.260064","0.579222","0.485819","0.385762","0.320687","fdep@@@XHeLrkoZtxhpX`PDD@@@@@","c1ccc(CNc2ncc3ccccc3n2)cc1"
"decoy_1700","0.37397","0.434209","0.517501","0.593182","0.376157","0.421558","fdepb@LJ]A@@cIIBhhdheeks`nbmPTEQQVJHT]@@","O=S(=O)(N[C@H]1C[N@]2CC[C@H]1CC2)c1cccnc1"
"decoy_1701","0.243964","0.346853","0.442397","0.596818","0.316345","0.419615","fi{qb@OAJsbPAFRJIRjIKIISQIDhZwQuJt@Dtp@P@`z@","O=C(N/N=C/c1ccc(OC(=O)c2cccs2)cc1)c1ccccn1"
"decoy_1702","0.384231","0.426898","0.596088","0.735957","0.429653","0.480926","fhyq@@DLlAIf_Ye\cMV|EjjfjeV@@","O=C1CN=CN1CCC1=c2ccccc2=NC1"
"decoy_1703","0.409189","0.322533","0.738717","0.67142","0.460642","0.383523","foQp@@@XydbbRfLRUALyYpPTP@B@@@","c1ccc(-c2nc3cccnc3[nH]2)cc1"
"decoy_1704","0.250727","0.33164","0.38565","0.54497","0.28295","0.378453","fnkqA@BTUH@Q`HrQQHqQSIQIIXeMVSTkZejYfBPRh`q@@","O=C1N=c2ccccc2=C(c2ccccc2)[C@@H]1Sc1nncs1"
"decoy_1705","0.326808","0.362054","0.593282","0.612247","0.406453","0.462635","fnsH`@DX}dB\bbRbbRRqRfTtzwjmZhJBbijb`@@","O=C(CN1CCC(NC(=O)Nc2ccccc2)CC1)NC1CC1"
"decoy_1706","0.402049","0.388967","0.692103","0.709898","0.499671","0.513827","ekhRH@@MKDe`DieUnUWmV]~IKG@lfimcjBBHIBbhH@b@@@","c1cncc(Cn2ccc3cc(OCCc4ccc5c(n4)NCCC5)ccc32)c1"
"decoy_1707","0.436972","0.420806","0.619378","0.605516","0.435707","0.435521","fhyQ@@HR@eJkJk}`fk^CRtDDUQ@@@","c1ccc(-c2nocc2CNCC2CC2)cc1"
"decoy_1708","0.401579","0.462939","0.5971","0.662162","0.441661","0.502708","fdepb@LN}A@@cIIBhhdheeks`nbmPTEQQVJHT]@@","O=S(=O)(N[C@H]1C[N@]2CC[C@H]1CC2)c1ccncc1"
"decoy_1709","0.324185","0.376856","0.6203","0.803791","0.369771","0.4406","fjc``@D@]dTRdRRRT\RQJZ\ZvRmUPJE@@PPp`@","O=C1Nc2ccccc2[C@@]12C=COC(c1ccccc1)=C2"
"decoy_171","0.337813","0.354938","0.464215","0.801711","0.32607","0.382679","f`i`@@@ISJk|kbgIN|uTs@@p@@","c1ccc(CC2=c3ccccc3=NC2)cc1"
"decoy_1710","0.381695","0.38108","0.675319","0.643878","0.450647","0.449853","fegpP@DT|@shyEDeDdeMDldhTeVrT\vjBBajj@@`@@","O=C(CNCC(=O)Nc1ccc2c(c1)OCCCO2)Nc1ccccc1"
"decoy_1711","0.349446","0.404759","0.651183","0.667276","0.426131","0.472216","fi{qb@L^KAF`AFRREQIJKJGIQIJlxOQkTDEEUP@DHECH@","O=S(=O)(NC[C@H]1OCC[C@H]1NCCc1ccccn1)c1ccccc1"
"decoy_1712","0.297339","0.368056","0.436443","0.64169","0.315687","0.38987","fluq@@DLtAIfYUUWUZlFJVjffjiZ`@@","O=C(c1cn2ccccc2n1)N1CCCCCCC1"
"decoy_1713","0.305775","0.312783","0.539751","0.551562","0.328414","0.340412","fnsa@@D@rJJJJIIIKZEHpWQjuj`B@H@@@@@","O=C(c1ccccc1)N(CCc1ccccc1)c1ccccc1"
"decoy_1714","0.318772","0.358775","0.587981","0.598827","0.404211","0.439501","feoiB@JLDYo@AFRJJJIQYIRpqIYQkNCDkQsjjZjjijiVfQBHP@","O=C1NCCCC[C@H]1S[C@H]1NN=C(C2=c3ccccc3=NC2)N1C1CC1"
"decoy_1715","0.221523","0.330114","0.429472","0.619835","0.299203","0.412565","fcoQ`@DUADjSJrkN~k[JjmxJ}mRD@@ESP@@@`R@","O=C(/C=C/c1ccc(OCC(=O)Nc2ccccc2)cc1)Nc1ccccc1"
"decoy_1716","0.240369","0.260546","0.486139","0.537145","0.306945","0.340099","fewPb@LDid@QdbbbTRRRrURbRxKW`qGNfjj`hJ`@HHHP@","c1ccc(OCCCn2c(S[C@H]3CCCCO3)nc3ccccc32)cc1"
"decoy_1717","0.301505","0.40389","0.568033","0.665125","0.420922","0.507955","fegIB@JQjvP@aJUuUe]UYTeG^GNjjj@Bj`@`@@","c1cnc(CCNCc2ccc(OCCCN3CCSCC3)cc2)nc1"
"decoy_1718","0.341755","0.305387","0.816027","0.841509","0.423226","0.400082","fn{`@@@YHhhheDedcBdpTkNbEMVtEDADD@DHXQFPT@@","C1=C[C@H]2c3ccccc3N[C@@H](c3ccc4ccccc4c3)[C@@H]2C1"
"decoy_1719","0.312475","0.395787","0.537751","0.722243","0.359022","0.442845","fjma`@M@PkHheDdhcdhdiFrUjBAbh@@@@","O=C(COC(=O)c1ccccc1)NCCc1ccccc1"
"decoy_172","0.253798","0.255624","0.574214","0.632993","0.368305","0.376351","fmQ@@LA@eLwJkvjJxhjqgIKM]L@@@DBP@P@BBX","C(=N/c1ccc2oc(-c3ccc4ccccc4c3)nc2c1)\c1ccccc1"
"decoy_1720","0.350159","0.330318","0.575098","0.522139","0.382978","0.375255","fewHa@LBlzB@AC@cIIBhhdeCLdhllkUoYZNZuSULuRB@lPiHVP","O=S(=O)(N[C@H]1N=c2ccccc2=N/C1=N/c1ccccc1)c1cccs1"
"decoy_1721","0.271843","0.321422","0.466633","0.6599","0.329219","0.378436","fiwp`@J\BBNRIKJIIIQIEQIDhkS`qSt]UP@@QT@DDPR`@","c1ccc([C@@H]2Cc3c(ncc4cnc(N5CCOCC5)cc34)O2)cc1"
"decoy_1722","0.348397","0.444773","0.576074","0.710773","0.402846","0.503805","fmwPR@LN`aIPAFRREQQIISXsIQIZ}XLukT@@DDu@@@@@","O=C(COc1ccccc1)Nc1cccc(S(=O)(=O)Nc2ccccc2)c1"
"decoy_1723","0.445048","0.442031","0.709607","0.728825","0.529169","0.514758","fbmQ@@DI@dsJk\jopWdqruUUPTDT@@@","O=C(CCc1ccccc1)N1CCC2(CCNCC2)C1"
"decoy_1724","0.329307","0.359493","0.467765","0.619581","0.327664","0.391153","fdepB@LBd@HRfUwUeRTxHLZA@j`@`@@","c1ccc(CCNc2ncnc3sccc23)cc1"
"decoy_1725","0.352607","0.341855","0.68582","0.708135","0.38672","0.386447","fj}qB@LDUH@QdbbRbafbRRsNArdmMUMUUUM@@@","O=C(CSc1nccn1C1CCCCC1)N1CCCCC1"
"decoy_1726","0.345779","0.427447","0.453119","0.586677","0.340605","0.434628","dg@@@idigue\h{ejh@H@@","c1ccc(CNCc2c[nH]cn2)cc1"
"decoy_1727","0.355527","0.417146","0.613493","0.752927","0.421822","0.478794","fjmP`@DNA[HhdhddmBhdeFrUj``ah@@@@","O=C(CCCC(=O)Nc1ccccc1)Nc1ccccc1"
"decoy_1728","0.388205","0.305812","0.635956","0.501168","0.403436","0.343229","fnkHB@LDYh@QdbbRTRRTRtjSNVcxMVtuHTEP@DIAR@@","C1=C[C@@H](c2ccccc2)n2nc(SCc3ccccc3)nc2N1"
"decoy_1729","0.268317","0.323165","0.473923","0.586693","0.32625","0.381351","fnkx@@@XIQNZyHhheEBdcdhdsak^CUhEAUUUUJU@@@","c1cn(CC2CCN(c3ccnc(N4CCCC4)n3)CC2)nn1"
"decoy_173","0.265282","0.264444","0.56802","0.640335","0.329726","0.3523","ffk@@@LdbTTRRRVtJUI\uXOhejuUUUUUUUWDSDiNRT]Hp@","C1=C2[C@@H]3CCCC[C@@H]3CC[C@@H]2[C@@H]2CC[C@H]3CCCC[C@H]3[C@H]2C1"
"decoy_1730","0.37412","0.394409","0.660565","0.644228","0.443391","0.457479","fmoY@@DDUxOPILljsn{Ll|cN|t\umPP@@T@@@@@@@","O=C(NNc1cc(Nc2cccc3ncccc23)ncn1)c1ccccc1"
"decoy_1731","0.476465","0.370712","0.807651","0.692175","0.508437","0.412748","fgAQ@@DDAdTRbJbRhrgCVZjX@JDXeH@","O=C1NN=C(c2ccccc2)[C@@H]2C[C@@H]12"
"decoy_1732","0.342084","0.426495","0.484043","0.687414","0.350944","0.449869","foQH`@DTyHFlbbTRQTRYpTkNZiVjjjBh@","O=c1[nH]cnc2c1ncn2[C@@H]1CCCO1"
"decoy_1733","0.377502","0.519391","0.576598","0.758275","0.42035","0.556924","ffcQb@L^`ap@cIIBhhdYhUDdJVkEjmPTDM@A@@@","O=C(Nc1ccccc1)c1cccc(S(=O)(=O)NC2CC2)c1"
"decoy_1734","0.350261","0.340801","0.673331","0.686946","0.449632","0.422094","fmQ@@IEAdbbbaRTVbtTrRQJZ]DoUcgTlDEEUUUTUHL`h@","c1ccc(-c2ccc(CN3CC[N@@]4CCC[C@@H]4[C@H]3C3CCCCC3)o2)cc1"
"decoy_1735","0.362397","0.446296","0.629116","0.673232","0.434641","0.514888","ffcHb@LFCVB@AFRREQQIIXjIKSk^KUZ`@@BjhH@@","O=S(=O)(Nc1ccc(N2CCNCC2)nc1)c1ccccc1"
"decoy_1736","0.345373","0.411967","0.551459","0.645663","0.401334","0.485774","fjmqB@DXEX@QdTRTRRVaTRRcYJuPPPt@@@@@","O=C(Cc1ccccc1)NCNC(=S)Nc1ccccc1"
