"Compound","Tanimoto_SC_ref0_AB","Tanimoto_SC_ref1_AB","Tversky_SC_ref0_AB","Tversky_SC_ref1_AB","Carbó_SC_ref0_AB","Carbó_SC_ref1_AB","Structure of SMILES [idcode]","SMILES"
"decoy_586","0.417811","0.466311","0.660154","0.719735","0.481668","0.521937","fhyp@@@\DeRkzrsSc`~CUUUMUUHM@h@","C1=C(CNCCN2CCNCC2)[C@H]2C[C@@H](C1)C2"
"decoy_587","0.381355","0.475187","0.613099","0.691377","0.429115","0.537507","fnsHb@LASfB@AFRREQQIIXiQIZ][uVkT@@@T@@@@@","O=S(=O)(Nc1ccc(Nc2ncccn2)cc1)c1ccccc1"
"decoy_588","0.400711","0.392459","0.621935","0.688533","0.456886","0.431664","fhiqB@LBep@PeKkZlk`g`tmML@D@aJ@","O=C(Cc1cscn1)N/N=C/c1ccccc1"
"decoy_589","0.386995","0.375365","0.657109","0.662736","0.48212","0.458496","fbmP`@LN@aIeemU{TcCNSejjjjfjj`Q@@","O=C1O[C@@H](CCC2=CCCCC2)CN1C1CCNCC1"
"decoy_59","0.283101","0.293937","0.48599","0.596149","0.306057","0.339724","f`i`A@B@BLABTsNl{diHsoUHP@@P@@@","c1ccc(Sc2nc3ccccc3s2)cc1"
"decoy_590","0.386739","0.363208","0.661947","0.66802","0.456387","0.433467","ffcAb@HHL@HrRPqIIZYKQIRt{qZkPHQMP@B@`r@","O=S(=O)(/C=C/c1ccc(-c2ccccc2)o1)c1ccccc1"
"decoy_591","0.399971","0.406972","0.714539","0.705121","0.475062","0.469949","fi{p`@DVRBJSKLjo{[JjlYwQmUUUUSUUU@@@","O=C(CN1CCC(C(=O)NC2CCCCC2)CC1)NC1CCCCC1"
"decoy_592","0.489043","0.390663","0.845777","0.719011","0.541073","0.409448","f`iP`@CN@sIEDhblheQ`iN}PTASSD@@","c1cc(Cc2ccc3c(c2)OCCO3)n[nH]1"
"decoy_593","0.262701","0.386288","0.469493","0.761322","0.31717","0.437245","fakQ@@DDAdTRbTTRRRbvQ]dIV}ZjPB@@@@@DFP","O=C(N/N=C/c1ccccc1)C(c1ccccc1)c1ccccc1"
"decoy_594","0.326226","0.455574","0.470045","0.760655","0.33141","0.456195","f`iQB@LRt@HRfg_[gCAR]zjjjZjh@@","O=C(C1CCC1)N1CCC2(CC1)NCCS2"
"decoy_595","0.427578","0.388095","0.728802","0.744708","0.488043","0.44515","f`ip`@MN|BfRJIQSGQJgAJ]z`bHjVH@@","c1cc2c(c(Cn3cnnc3)c1)OCOC2"
"decoy_596","0.469713","0.345358","0.893556","0.735119","0.499033","0.373798","fgAa`@D@tYIe[UVcIJMYjP@jb@@","O=c1ccc2cc3c(cc2[nH]1)OCO3"
"decoy_597","0.319038","0.381913","0.66047","0.720506","0.420387","0.474819","fcp@@@JteSJrz~lrjMV}u\}uUPTDT@@@PDHH@","c1ccc(CNC[C@@H](c2ccc(-c3ccccc3)cc2)N2CCNCC2)cc1"
"decoy_598","0.277339","0.323723","0.466855","0.586334","0.367928","0.408241","ffsqb@LN}IRPAFRJJIJXyQISHcAZcdmZBPXh@bhD@@","O=C(OCc1ncc2ccoc2n1)c1cc2cccnc2s1"
"decoy_599","0.316776","0.278878","0.580478","0.494145","0.388214","0.340783","ec`TD@@Jm`LdfUm[Vu{VUhXdTl\BbVvZZjjjjZZVjiaaBQQFIrAP@","O=C1C=C2CC[C@H]3[C@@H](CC[C@H]4[C@H](C(=O)CN=c5cc[nH]cc5)CC[C@@H]43)[C@H]2CC1"
"decoy_6","0.336092","0.314863","0.56676","0.614171","0.382685","0.39196","dg|@@DjU_eZx{BBH@@@@","c1ccc(CCc2ccccc2)cc1"
"decoy_60","0.319046","0.351357","0.51455","0.583658","0.34891","0.375946","f`q@`@@XRfU}YVgG^jjijjjDE@T@","C(=C/C1CCCCC1)\CO[C@@H]1CCCCO1"
"decoy_600","0.336731","0.332364","0.585763","0.647687","0.432985","0.435077","fj}H@@@XhkIEEDhbdmhdf\L{IPJ@HD`@@A@t@","C(=N/Nc1ccnc(-c2ccccc2)n1)\c1ccccc1"
"decoy_601","0.449044","0.405751","0.648414","0.60668","0.460337","0.419586","flu`P@I@QENQQIQJIISERuYpXmUUUSTuHIFH@","O=C1CCCCC(=O)O[C@@H]2CC[N@]3CC=C(CO1)[C@H]23"
"decoy_602","0.362979","0.353813","0.638701","0.565103","0.440063","0.41827","fchB@AV\FH@cIEDdhlmBieEDhcqQk]Fo]A@@ASP@@@@@@","N=C(Nc1nccc(CSc2ccccc2)n1)Nc1cccc2ccccc12"
"decoy_603","0.43127","0.36682","0.779686","0.765094","0.523009","0.480866","fi{a@@O@RfUYu_UYWbcNzN``@BJj@@@@@","c1ccc(CCCNCc2ccc(OCc3ccccc3)cc2)cc1"
"decoy_604","0.310438","0.358276","0.434959","0.524878","0.325928","0.351752","fb}`b@KZL@HrQQZYQJHiIXhkSoIsSMMSKRuRBKd@@","O=C1N=c2ccccc2=C2OC=C[C@@H](c3cccs3)[C@@H]12"
"decoy_605","0.271558","0.318716","0.496163","0.613062","0.337567","0.395902","figI@@FFzLBTrjksJjn|eDnV}GPPQP@@DRA@@@","c1ccc(CCCOc2cncc(-c3cc4cn[nH]c4cn3)c2)cc1"
"decoy_606","0.432898","0.46164","0.670663","0.666116","0.476931","0.477844","fjcp@@@\]dbRabTRRLRQJRUYvR`AUUU@@TDXaRTU@@","c1ccc(C[C@H]2N[C@@H](c3cccnc3)[C@@H]3CNC[C@@H]32)cc1"
"decoy_607","0.321524","0.308674","0.489476","0.511532","0.338778","0.338576","fjcP@@@XrQQQJIJIKIGEMA}eIVhH@@@@`@@@","c1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1"
"decoy_608","0.310631","0.423965","0.616376","0.720751","0.418847","0.517087","fegH`@DXtXB\bbbRRrTRRbLrPeQJN[UUUUUMUUT@@","O=C(NC1CCN(C(=O)NCCN2CCCCC2)CC1)C1CCCCC1"
"decoy_609","0.289127","0.292116","0.544928","0.618642","0.367355","0.386922","foQAB@N@BDigyUWEIJlzfZZ@H@@@","c1csc(Cc2cc3ccccc3o2)c1"
"decoy_61","0.279385","0.260483","0.542227","0.535593","0.353862","0.349136","fbmp@@@XheLrwj}kSagIrAD@a@@@@aJ@","C(=C/c1ncnc(-c2ccccc2)n1)\c1ccccc1"
"decoy_610","0.365958","0.316718","0.736883","0.755738","0.456598","0.416434","fbmPA@JR@DVBLdTTRRQrTRPmRTgMAHTU@@H@@","c1ccc(SCc2cc(Sc3ccccc3)[nH]n2)cc1"
"decoy_611","0.469245","0.434918","0.647776","0.599433","0.449581","0.432641","fhyp`@E^BCBTt{zlnFBexMUUUTmT@@","c1n[nH]cc1CNC1CCC2(CC1)OCCO2"
"decoy_612","0.396241","0.369234","0.659487","0.661956","0.480366","0.4724","fakQ@@M^@eLjsj~kJ|TYs^tD@@QU@@@@@","c1ccc(CCNCc2ccc(OCc3cccnc3)cc2)cc1"
"decoy_613","0.33966","0.364524","0.435482","0.49816","0.332242","0.368469","f`qa@@F@RYWUYVcG^ZVj`@`@@","O=c1ccn(CCCc2ccccc2)cc1"
"decoy_614","0.41557","0.482654","0.676676","0.724891","0.493251","0.544247","fb}pb@LDMA@@cIICDdhmELcHwdabgJuUUUUUUTyESTcDh@","O=S(=O)(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)N1CCNCC1"
"decoy_615","0.265572","0.282289","0.517308","0.584221","0.370708","0.386133","fa{@`@@VrQQJKHqQI[QITxJWhm{PIAAAD@DACd@@","C1=C[C@@H](c2ccccc2OCc2ccccc2)c2ccccc2O1"
"decoy_616","0.391637","0.386499","0.621218","0.672738","0.409078","0.412102","dg}DPIVD@HxHrRPqQIIK^fmAHTB@@","O=S(=O)(c1cncnc1)c1cccs1"
"decoy_617","0.334962","0.403222","0.592328","0.737139","0.396518","0.455804","feoP@@@JrRJIIKIIHqQJHlxJSoUZN]UUTDD@@A@DFH@","c1ccc2c(c1)CC([N@]1CC[C@H](NCc3cccc4ccccc34)C1)C2"
"decoy_618","0.374412","0.418274","0.641047","0.792207","0.432316","0.492551","fhyQ@@DN@drjnljR`i^BuPAP@@@@@","O=C1Cc2cc(Cc3cccnc3)ccc2N1"
"decoy_619","0.363553","0.366859","0.589493","0.640897","0.404634","0.408209","ffsIB@LDDzp@cIEDdhdddkDdsakN|VmUJuTl@EPbDL`@","c1ccc([C@@H]2N=C(CS[C@@H]3N=c4ccncc4=N3)CO2)cc1"
"decoy_62","0.341161","0.463124","0.588159","0.771224","0.412663","0.529037","ekhR@@@@CDfldTTTRRVqRRbbRfhxdlt\FvVN@@@BBj`@@@@@@@","c1cnc2c(NCCCNc3c4ccccc4nc4ccccc34)cccc2c1"
"decoy_620","0.293759","0.402721","0.59011","0.674218","0.361808","0.461547","fakH`@DX}D@\bbbRTVRVaTRPmV|wkUUUUSUUU@@@","O=C(NC1CCCCC1)C1CCN(C(=O)NC2CCNCC2)CC1"
"decoy_621","0.268629","0.318076","0.47129","0.590049","0.32945","0.394746","fegQ`@@q@cNQQJJIJIYUJZIISk^GMj@@HAi`@@ACt@","O=C(N/N=C/c1ccccc1OC(=O)c1ccccc1)c1ccccc1"
"decoy_622","0.256237","0.356158","0.432993","0.803327","0.302205","0.39639","fnk`@@@ITj{KKKktxYrZe[UUMPP@@T@H\`","C(=C/c1ccccc1)\CN1CCC2(CCc3ccccc32)CC1"
"decoy_623","0.280881","0.361382","0.497195","0.577148","0.316881","0.398285","fakib@LRMyLDB@DYIHUEDlmhdidmVSeoUiB`b@@@@A@b@","O=S(=O)(/N=C(\O)NNc1cnc2ccccc2n1)c1ccccc1"
"decoy_624","0.368877","0.350849","0.653575","0.696657","0.429893","0.418332","fnkp@@@PIdbTTRRbbRRQuF^BfiV`PT@@@@@@@@","c1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1"
"decoy_625","0.265576","0.289614","0.470737","0.558415","0.310236","0.357623","fnk``@K@YdbbTQVbRrTRUFBeYuVtE@SST@DP@@","c1ccc(CCn2ccc(-c3ccc4c(c3)OCCO4)c2)cc1"
"decoy_626","0.443157","0.475106","0.693071","0.725476","0.513022","0.510959","fhiPb@LA``@QddabRRtrTm^BmUUUUT@@","O=S(=O)(CCC1CCNCC1)N1CCCCC1"
"decoy_627","0.369858","0.32817","0.668062","0.652076","0.434004","0.40262","few`b@DPTCpRjuYe^Yu_xivZc{MjeBh@@@@`@@@","O=P1(Nc2ccccc2)C=C(c2ccccc2)OC(c2ccccc2)=C1"
"decoy_628","0.284601","0.365532","0.54362","0.656988","0.354299","0.428933","fi{H`@DN|DElbbbbbRTVIRbRUxp^cZjjjZjjjj`Q@@","O=C(NCCC1CCCCC1)[C@@H]1CNCCN1C(=O)C1CCNCC1"
"decoy_629","0.399065","0.414497","0.616887","0.656458","0.475626","0.484358","flu`b@LPP@HrRPjJIIKPkSk^beZ`@@BhH@@","O=S(=O)(Nc1ccc2c(c1)CCC2)c1ccccc1"
"decoy_63","0.276976","0.27825","0.441357","0.487294","0.307578","0.335007","fb}@`@@VrJJJJIIIHkLDiq`irt@P@dUPP@@","O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3"
"decoy_630","0.342954","0.389581","0.590192","0.663317","0.400212","0.461929","figqb@LDXJQPAFRJIIRjJIQIQRLxgnVuGSTmUUUMUUDUMRtb`@","O=C(CSc1nc[nH]n1)O[C@@H]1CCCC[C@]23CCC[C@@H]1[C@H]2C(=O)CC3"
"decoy_631","0.420551","0.357925","0.867204","0.626605","0.452509","0.395607","dk^@`F@HRe]YTjtzjh@H@@","c1ccc(NC2CCSCC2)cc1"
"decoy_632","0.212981","0.277391","0.353233","0.529638","0.262078","0.339562","fbmH`@HHYpBdiWUYWe\DMYNZVYij@BPBJWH","C(=N/N=C/c1ccc(-c2ccccc2)o1)\c1cnon1"
"decoy_633","0.306691","0.436509","0.450029","0.69655","0.330213","0.450072","fb}p@@@PXeJ{J|ro`bmNBgKSUUTDATPp`@","C1=C[C@H](CN2CCC3(CCc4ccccc43)CC2)N=N1"
"decoy_634","0.344572","0.324271","0.57823","0.577246","0.394678","0.378538","fiwpB@LFz@HRfYVu]{VtcAZ\Dm^chI@BB@@i`H@@","c1ccc(-c2cc3c(Nc4ccc5[nH]ccc5c4)ccnc3s2)cc1"
"decoy_635","0.304486","0.418604","0.558066","0.66749","0.39139","0.51265","fikI`@DDlDECILjjsKolkzOQmTu@pPp@@AEJL@","O=C(COCC(=O)N/N=C/c1ccccc1)N/N=C/c1ccccc1"
"decoy_636","0.331649","0.383042","0.525773","0.714101","0.337865","0.436983","fgAI@@LBUXFRJIPqIXeIJMZjjA@haA@@","c1ncc2ncn([C@@H]3CCCO3)c2n1"
"decoy_637","0.358603","0.46067","0.680256","0.718055","0.425874","0.524525","fbuH`@DXMdFlbbRbRTQtRRkIruUUMUUT@@","O=C(CNC(=O)NC1CCCCC1)NC1CCNCC1"
"decoy_638","0.326735","0.3808","0.558546","0.689677","0.410367","0.494231","figQb@He`c@@cIIBhhddlUDddmNm{I^cVh@@@iZeB`@@","O=S(=O)(Oc1ccc(-c2cn3ccccc3n2)cc1)c1ccccc1"
"decoy_639","0.38501","0.337043","0.671325","0.636304","0.413208","0.376894","fb}QB@FBt@HrQIZISJIPiXHJUgIsRsUUP@RbNIR@@","C1=C[C@@H](c2ccccc2)[C@H]2C(=NN=C2c2ccsc2)O1"
"decoy_64","0.38094","0.445862","0.677794","0.729283","0.46158","0.528065","fnkp`@DZLANQQJQJIJGIQFRthtRuZuUUUUSUURLRd@@","O=C(C1CC1)N1C[C@H]2CNC[C@@]2(C(=O)NCC2CCCCC2)C1"
"decoy_640","0.314071","0.367915","0.495413","0.599667","0.360361","0.39456","f`ia`@J@MyJUue[RTuYwjjh@bh`@@","c1cc2c(cc1CN1CCOCC1)OCO2"
"decoy_641","0.310472","0.376925","0.569357","0.666147","0.386766","0.447008","ffcq@@DX\AIeYeUY]NmxmVjjjjjjj`@@","O=C(NC1CCCCC1)NC1CCN(CC2CCCC2)CC1"
"decoy_642","0.317273","0.232645","0.654526","0.486454","0.402803","0.315008","figQ@@Hi@eLlln{vjhmNCdoQtDP@aEKRaPHZ`","C(=C/C1N=c2ccccc2=N1)\c1ccccc1OCc1ccccc1"
"decoy_643","0.34888","0.338696","0.488049","0.534862","0.345361","0.348815","foA@a@HH@DJBLddLRRbrdZsehHIJD@@","O=S(=O)(Cc1cccs1)c1ccccc1"
"decoy_644","0.406062","0.411086","0.711127","0.683842","0.498018","0.498147","fj}Pb@L^``@QddaTTRRVdjVgV}djuUUUUUUPh`@","O=S(=O)(N[C@H]1CCNC2(CCCCC2)C1)C1CCCCC1"
"decoy_645","0.434523","0.406177","0.802709","0.833029","0.495538","0.505396","ekhX@@@@DieUYUUymU|JICODamecjfH@HJ@@@@@@HLH","C(=C1/NCc2cc(-c3ccccc3)c(Cc3ccccc3)cc21)\c1ccccc1"
"decoy_646","0.486725","0.482422","0.674545","0.738211","0.443967","0.48207","foQP@@@LRYVvUzLejsfjjB@h`Q@@","[H]/N=C1/CC[N@]2CCc3ccccc3[C@@H]2C1"
"decoy_647","0.31809","0.320122","0.647","0.689054","0.44034","0.453586","figI@@LZLdFRJJIIIHsIYQIBtjtT}GP@@DUU@@D@@@","c1ccc(Oc2cc(N3CCN(c4ccccc4)CC3)ncn2)cc1"
"decoy_648","0.463638","0.420087","0.643682","0.60333","0.439775","0.413586","dk_@`FtpBDiWUepmNejiZ`@","c1cc(CNCc2cn[nH]c2)cs1"
"decoy_649","0.278568","0.267593","0.754819","0.795802","0.393158","0.390928","ec`PLH@IEH`@cIEEDeL]DeLdmDe`pIhDdUTmmPRCD@QS@AADAT@@","O=C(Oc1ccc2c(c1)OC=C[C@H]2c1ccccc1)c1cc2ccccc2s1"
"decoy_65","0.286307","0.294311","0.516125","0.611952","0.329962","0.359656","dg|H@@RfUYwySn``@@@@@","c1ccc(COc2ccccc2)cc1"
"decoy_650","0.357239","0.371861","0.470828","0.527869","0.351972","0.385458","f`q`b@LPP@HrRPjJIIKZ][ru@@@@@@@","O=S(=O)(Nc1ccccc1)c1ccccc1"
"decoy_651","0.30821","0.383746","0.476594","0.887941","0.320282","0.410033","dk~@`J@HRfUuWJx]NfZjjiNPh@","c1nc2c(s1)C[C@H]1CCCC[C@@H]1C2"
"decoy_652","0.352281","0.510474","0.571376","0.839643","0.44648","0.569097","fbmP@@@\RiUyU^uIPsdyjj```@HHDP@","c1ccc(CN[C@H]2CC[N@](Cc3ccccc3)C2)cc1"
"decoy_653","0.457185","0.416068","0.743755","0.758084","0.488466","0.44065","flm``@L@\eLwJjn}NJl[tTtpLEEUQP@@","N=c1oc2cc3c(cc2c2c1CCCC2)CCCO3"
"decoy_654","0.250877","0.267944","0.464006","0.542091","0.298891","0.333772","fa{Q@@FAAdbbTRbTrTNaREXt_I[v``@@BBj`H@@","c1ccc(COc2cccc3ccc(N4CCCCC4)nc23)cc1"
"decoy_655","0.355579","0.391575","0.681274","0.697422","0.456666","0.48724","ek`\D@@DLb`DlbbbbRRbVRfNRbRDdt|bJvNZjjjjijh@JbBR@@","O=C(NCCc1ccccc1)[C@H]1CN(C(=O)C2CCCCC2)CC12CCNCC2"
"decoy_656","0.315756","0.367717","0.43497","0.539051","0.319884","0.371187","f`qpb@LBeA@@cIIBhhddmiuoKT@@@@@@","O=S(=O)(Nc1ncccn1)c1ccccc1"
"decoy_657","0.285857","0.324411","0.541571","0.59523","0.375621","0.440576","fj}x`@DDhJSl`RdrrklrjbeDj\mTkTCAIDBCH","O=C(N/N=C/c1ccccc1)c1cn(-c2cnon2)nn1"
"decoy_658","0.358171","0.417329","0.617018","0.793921","0.433752","0.48389","fj}q@@ANBAJYU^uvUyJslehHHjj@@`@@","c1ccc(OCCN2CCN(c3ccccn3)CC2)cc1"
"decoy_659","0.373714","0.363542","0.691993","0.725157","0.428719","0.417796","fbuA`@@HRdrrrknljt\mPTDeTq@aj@","O=C1CCC/C=C/c2ccccc2C(=O)OCCCC1"
"decoy_66","0.517899","0.404838","0.711274","0.608764","0.546","0.432058","f`yP@@@TrQIYQQQHxIiqkN}UUUUUULpfSdEKQr@@","C1C[C@H](N[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)CN1"
"decoy_660","0.398134","0.433533","0.641664","0.734194","0.46083","0.511531","fmoQb@LI`bH@cIIBhhddmmDehdmNm{IYkVh@@@ij@@D@@","O=S(=O)(Nc1ccccc1)c1ccc(-c2ncc(-c3ccccc3)o2)cc1"
"decoy_661","0.382008","0.390218","0.737581","0.675072","0.463539","0.465015","ek`RD@@DJEF`IDfV_miU^uUZNHlnamcfjjZjzh@@B``p`@","O=C(C[C@@H]1NCCNC1=O)NC1(C#Cc2cnc3ccccc3c2)CCCCC1"
"decoy_662","0.201995","0.259456","0.438022","0.606353","0.290331","0.343972","ec`XD@@A@DDfUeV[U]umT\BrRJzFVvZjjjZjjjjji`bNIJEQjCP@","O=C(CCN1CCCCC1)O[C@@H]1CC[C@H]2C(=CC[C@@H]3[C@@H]4CCC[C@@H]4CC[C@@H]23)C1"
"decoy_663","0.486778","0.484398","0.755533","0.776554","0.535537","0.53987","f`ip`@MN|AfRJIQEZIRcARlz`hBiZJBh@","NC1=NC=N[C@@H]1c1ccc2c(c1)OCCO2"
"decoy_664","0.478128","0.512551","0.705891","0.697729","0.502311","0.528736","fbuHA@DXHh@QHHRYUfW^uLyNVj`XH@@@@@","S=C(NNC(=S)Nc1ccccc1)Nc1ccccc1"
"decoy_665","0.37422","0.426014","0.61239","0.677776","0.449998","0.499329","fmoqb@LAkAFPAFRREQQIIXjJKSIZ][uVsVmP@@ATr@@P@@","O=c1c2ccccc2ncn1-c1ccc(NS(=O)(=O)c2ccccc2)cc1"
"decoy_666","0.478439","0.307533","0.715133","0.458007","0.496523","0.328723","fluP@@@FRieYgUagQBfjj@H@B@@@","c1ccc(C(c2ccccc2)N2CCNCC2)cc1"
"decoy_667","0.315333","0.354061","0.556045","0.684668","0.41317","0.458833","fluHA@JLUh@QHHrQQJEKIJIHeARbfiYZf@B`DMP","C(=N/Nc1nc(-c2cncs2)cs1)\c1ccccc1"
"decoy_668","0.392731","0.454144","0.707008","0.745552","0.486654","0.549577","fmop`@DZRCNQQJIRIIYQZIFKJtyKYcVuUUUTDpTUECB@@","O=C(NCCc1ccccc1)[C@H]1CN(C(=O)C2CCC2)CC12CCNCC2"
"decoy_669","0.312606","0.323488","0.529878","0.600674","0.357367","0.369618","fdeA`@@DddsLjm{leipXmRE@@A@@@","O=c1c(Oc2ccccc2)coc2ccccc12"
"decoy_67","0.278844","0.296461","0.50549","0.589734","0.328691","0.360353","f`qH@@@LxKIEDdTeDeQco@PLp@@ACHT@","C(=N/N=C/c1cnccn1)\c1ccccc1"
"decoy_670","0.405778","0.468824","0.695419","0.695973","0.484094","0.529861","fdyI@@DXtXBSJrj}jhpXmUUUUUP@@","O=C(NCCN1CCCCC1)NC1CCNCC1"
"decoy_671","0.407158","0.346966","0.69247","0.670242","0.489759","0.432855","fde``@E@heLknkJxipPXtDAU@A@@@","c1ccc(CNCc2ccc3c(c2)OCO3)cc1"
"decoy_672","0.279459","0.334466","0.481023","0.67531","0.31836","0.37686","fjmA`@@V\dsOjk[JdYdkUTuSP@QABar@","O=C(CCC/C=C/C[C@H]1CCCC1=O)Oc1ccccc1"
"decoy_673","0.350215","0.331066","0.822492","0.859199","0.389861","0.390851","foQPB@FZ@DISOsJ~JRuYuLu@`T@@@","c1csc(Cn2cnc3ccccc32)c1"
"decoy_674","0.273073","0.260578","0.588327","0.606987","0.371006","0.356827","figQ@@Hi@eLjsj~rjoEF]doQtD@@PuKRaPHN`","C(=C/C1N=c2ccccc2=N1)\c1ccc(OCc2ccccc2)cc1"
"decoy_675","0.280925","0.433456","0.56979","0.720582","0.360985","0.513018","fakqb@NJmAD`AFRREKJYJJKZIJcOQ[uZjfjjjjjdTad@","O=C(NC[C@H]1CCC[N@]1CC1CCCCC1)N[C@@H]1CCS(=O)(=O)C1"
"decoy_676","0.350722","0.3583","0.560816","0.566914","0.419656","0.434492","fegpb@LB{A@@cIIBhddmLeMMLdhpTcfmHPP@QH@@@`R@","C=C(c1cccnc1)c1cccc(N/C=N/S(=O)(=O)c2ccccc2)c1"
"decoy_677","0.332044","0.417196","0.568348","0.734305","0.394136","0.454734","ffsP@@@JrRJIIKIIHqILxJSoEkUUUAA@A@PX`@","c1ccc(CN[C@H]2CC[N@@](C3Cc4ccccc4C3)C2)cc1"
"decoy_678","0.390492","0.357032","0.889964","0.898162","0.478987","0.420326","foQQ@@IZ@eLr{vxhIUgTCAEKD@@","c1ccc2oc(Cn3cccn3)cc2c1"
"decoy_679","0.322461","0.4716","0.575584","0.79554","0.39689","0.527456","egdR@@@@FOFldTRbfQrRTTRbJRU@dfeSPtqup@PDUT@@@@@@@@@","c1ccc2cc3c(NCCCCNc4cccc5cccnc45)ccnc3cc2c1"
"decoy_68","0.406634","0.364286","0.659896","0.684838","0.514599","0.484615","ffcH`@ARtXGdieV]}VUxhubuhHFJj`@D@@","c1ccc(OCC2=NNC(COc3ccccc3)=NN2)cc1"
"decoy_680","0.442561","0.47545","0.74342","0.710654","0.519027","0.525383","fluQb@LI`ap@cIIBeEHdhdkI|DLUjjjijjdL`T@","O=C1C[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCNCC1)C2"
"decoy_681","0.35773","0.284605","0.70942","0.591428","0.411493","0.355741","foQP`@MFAYJYY_mhpRkNhJBFeH@@","C1=C(c2ncon2)COc2ccccc21"
"decoy_682","0.361465","0.399955","0.537713","0.626117","0.37221","0.412066","f`qPb@LJ``@QddaTTRRVtzwej@@@@@@","O=S(=O)(Nc1ccccc1)c1cccnc1"
"decoy_683","0.321935","0.375068","0.664042","0.680731","0.415913","0.469223","ek`RD@@DOLb`DlbbbbRRbVRfNRbRDdt|bJvNZjjjjijh@JbBR@@","O=C(NCCc1ccccc1)[C@H]1CN(C(=O)C2CCNCC2)CC12CCNCC2"
"decoy_684","0.353701","0.315569","0.594067","0.545254","0.382399","0.341393","fn{P@@@JrQQQIJKZFIQGEAFUYNZmZjfi`@@F`PaLP@","c1ccc2c(c1)=N[C@@H]1C=2CCN[C@@H]1c1cccc2ccccc12"
"decoy_685","0.258162","0.283821","0.464601","0.534688","0.315288","0.345064","fiwh@@@TmzJTsL}|zoZtyHsoQstX@PE@PP@@PPX`@","c1ccc(N2C[C@H](c3ncc4ccccc4n3)c3nccnc32)cc1"
"decoy_686","0.450091","0.447602","0.82356","0.838193","0.468977","0.464815","fde`b@JF|@HRe]YVuRTuXLZjh@bjb@@","c1cc2c(cc1CN1CCSCC1)OCCCO2"
"decoy_687","0.351193","0.457201","0.622665","0.715568","0.434159","0.526409","flupb@LDSA@@cIICDdhlmLiF]zJUjjjjjjl\eez@@","O=S(=O)(N[C@@H]1CC[C@H]2CNC[C@@H]2C1)N1CCCCC1"
"decoy_688","0.291604","0.359485","0.611038","0.823649","0.372081","0.457624","fewP`@IZ@gIEEDeDcBedeDdHtmAbN]@pT`@U@@P@@@","c1ccc(COc2ccc(-c3[nH]ncc3Oc3ccccc3)cc2)cc1"
"decoy_689","0.527983","0.51162","0.72643","0.736968","0.557785","0.499909","foAQ@@DF@dsLjjz\ZsUAPTD@@","O=C(c1ccccc1)N1CCCNCC1"
"decoy_69","0.355762","0.362888","0.682659","0.725417","0.417425","0.427881","fewP@@@DrRJIJJZYIIQ[HlDFjVcgUUT@P@@@P@@@","c1ccc(CN2CCC[N@@](Cc3ccccc3)[C@@H]2c2ccccc2)cc1"
"decoy_690","0.328626","0.314078","0.56454","0.588349","0.391042","0.383532","foQ`@@@YIDhd]DePSNV]TuT@CBDSb@@","C1=C[C@H]2C[C@H](c3ccccc3)CN2C=C1"
"decoy_691","0.326311","0.401275","0.526256","0.878433","0.383099","0.455058","fhy``@E@peMN~lka`i^CUUUP@T@@@","c1ccc(NC2CCC3(CC2)OCCO3)cc1"
"decoy_692","0.378883","0.369263","0.627697","0.635446","0.485613","0.472778","ffchB@LDXjp@aJYUmU}eV\LxmZZdHHX@H@P]@","C(=N/Nc1nc(SCc2ccccc2)n[nH]1)\c1ccccc1"
"decoy_693","0.325313","0.265938","0.612961","0.49586","0.373289","0.329929","fjc``@O@mdTTTTRRRUfSAJ\XNRm@D@IEUA@@@","O=C1c2ccccc2C(=O)c2cc(N3CCCC3)ccc21"
"decoy_694","0.276235","0.284633","0.502495","0.575913","0.340694","0.369889","foQ`B@L@BDif[U\eEVLziZjVj`@@","C1=CN(c2cc3c(s2)CCCC3)C=CC1"
"decoy_695","0.326852","0.411032","0.473886","0.671854","0.329786","0.424245","fhy`@@@ISKKKklD[s`uUTEAEFHSDY@@","c1ccc(CN[C@@H]2CC[C@H]3CCCC[C@H]32)cc1"
"decoy_696","0.287471","0.234954","0.517506","0.40227","0.353745","0.301955","fmoi`@DXYDhIYRYUV~UumeRTDkpYkZhBH@JZ@@@@@","O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1"
"decoy_697","0.293599","0.273653","0.525208","0.501664","0.335727","0.319728","fak``@D@MdTTRRTTTRRRUbuNZ}ZkjBPB`@P@@","O=C(C#Cc1ccccc1)N(Cc1ccccc1)Cc1ccco1"
"decoy_698","0.365679","0.41849","0.588541","0.718134","0.4274","0.48232","f`qPb@LF``@QddaTTRRVtzwej@@@@@@","O=S(=O)(Nc1cccnc1)c1ccccc1"
